GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20
Gene_871	-11.0375	-10.9439	-11.0463	-11.3151	-11.0276	-11.0008	-11.1185	-10.8377	-11.1372	-10.6362	-11.2094	-11.3566	-10.8723	-11.5602	-11.1066	-10.6127	-10.8355	-10.7216	-10.8253	-10.4396
Gene_872	-14.6057	-14.3823	-14.2402	-14.269	-14.0194	-14.7084	-14.8895	-14.1761	-14.3968	-14.8778	-14.3421	-14.3485	-14.1972	-14.2951	-14.5536	-14.1341	-14.7368	-14.6206	-14.0673	-14.2572
Gene_873	-16.5711	-16.0679	-16.4147	-16.5001	-16.3341	-16.3691	-16.4255	-16.2165	-16.2307	-16.4269	-16.3211	-16.2741	-16.3787	-16.5082	-16.3984	-16.0807	-16.1004	-16.2974	-16.2984	-16.3781
Gene_874	-14.2233	-14.5558	-14.3529	-14.3137	-14.6188	-14.5305	-14.2945	-14.4208	-14.2074	-14.36	-14.5482	-14.4627	-14.2128	-14.4475	-14.3886	-14.4712	-14.4168	-14.489	-14.5066	-14.2712
Gene_875	-10.9609	-11.2947	-10.8828	-11.0599	-11.3031	-11.1513	-11.0425	-10.9525	-10.9638	-10.8027	-11.2432	-11.144	-11.0756	-10.9997	-10.945	-11.2147	-11.0021	-10.9082	-10.9812	-11.0538
Gene_876	-17.8653	-17.4737	-17.3396	-17.7818	-17.4729	-17.7474	-17.586	-17.7751	-17.7141	-17.6331	-17.7947	-17.7354	-17.7526	-17.7433	-17.5685	-17.7725	-17.4548	-17.7088	-17.5752	-17.4547
Gene_877	-11.2018	-11.4089	-11.3524	-11.0091	-11.2718	-11.176	-11.7049	-11.1061	-11.2365	-11.3814	-11.4367	-11.6224	-11.305	-11.8959	-11.6379	-10.9983	-10.9893	-11.2668	-11.1098	-11.4939
Gene_878	-14.8215	-14.535	-14.5638	-15.0605	-14.4101	-14.427	-14.6245	-14.6723	-14.653	-14.7931	-14.7939	-14.255	-14.4247	-14.5057	-14.2708	-14.2271	-14.5563	-14.7007	-14.5409	-14.3602
Gene_879	-7.43373	-7.56609	-7.75663	-7.74773	-7.80402	-7.90342	-7.97322	-7.6353	-8.23601	-7.56712	-7.84056	-7.45376	-7.26919	-7.50603	-7.56144	-7.74333	-7.62118	-7.46346	-7.54326	-7.49039
Gene_880	-11.1955	-10.6609	-10.6914	-10.9661	-11.0614	-11.7491	-11.6588	-11.4616	-11.3658	-11.0021	-11.0417	-11.3119	-11.3627	-11.3115	-11.3747	-10.9399	-10.7521	-11.1979	-10.9913	-10.91
Gene_881	-12.4105	-12.3264	-12.9527	-12.2239	-12.1288	-12.6101	-12.6845	-12.3854	-12.4159	-12.5483	-12.9096	-12.5056	-12.5391	-12.5083	-12.4163	-12.0715	-12.7391	-12.2672	-12.2882	-11.9884
Gene_882	-10.922	-10.7016	-10.3196	-10.8088	-10.9691	-11.163	-10.5664	-10.4924	-11.1711	-11.0514	-11.1129	-10.7953	-10.7343	-11.352	-11.1693	-10.6563	-10.8248	-11.1354	-11.1993	-10.6639
Gene_883	-14.6792	-14.9049	-14.9189	-14.8151	-14.7308	-14.9705	-14.8294	-14.7349	-14.7862	-14.6275	-14.91	-14.8931	-14.6908	-14.7974	-14.7629	-14.769	-14.7556	-14.7433	-14.6134	-14.7553
Gene_884	-11.7849	-11.4044	-11.6451	-12.0798	-11.8598	-11.8786	-12.2715	-12.0549	-12.0098	-11.6214	-12.0824	-11.7026	-11.486	-12.3292	-11.723	-12.0703	-11.6179	-11.9947	-12.1476	-11.4368
Gene_885	-13.5814	-13.9166	-13.9912	-14.1066	-13.8151	-13.8963	-14.0813	-13.815	-13.7647	-14.0107	-13.5945	-13.9576	-13.559	-14.0367	-14.1834	-13.7988	-13.8012	-13.7947	-14.2532	-13.4417
Gene_886	-15.2762	-14.9786	-15.0005	-14.7651	-15.2117	-14.8976	-15.1978	-15.0103	-15.0096	-15.2161	-15.0474	-14.8444	-15.0792	-15.0852	-14.957	-14.6924	-14.8806	-14.9537	-14.656	-14.8427
Gene_887	-13.1784	-12.3843	-12.1689	-12.6426	-12.3449	-12.5867	-12.5316	-12.3294	-13.2306	-12.5985	-12.611	-12.4871	-12.5089	-12.7995	-12.59	-12.2386	-12.6654	-12.957	-12.5355	-12.4008
Gene_888	-13.7583	-13.6396	-13.7475	-13.6546	-13.7432	-13.8389	-13.5644	-13.7165	-13.5105	-13.7406	-14.14	-13.8034	-13.8511	-13.6507	-13.3319	-13.9263	-13.8684	-13.9427	-13.7614	-13.642
Gene_889	-9.34322	-8.93647	-9.30244	-9.63598	-9.32145	-9.6179	-8.99561	-9.26697	-9.34423	-9.02351	-9.21288	-9.34275	-9.03855	-9.34124	-9.19959	-9.13703	-9.08285	-9.3076	-8.97296	-8.69037
Gene_890	-12.4909	-12.2826	-12.2023	-12.5572	-12.3458	-12.3431	-12.5454	-12.2869	-12.9797	-12.5056	-12.2938	-12.2561	-12.5949	-12.0511	-12.3509	-12.5612	-12.1966	-12.5089	-12.0171	-12.5125
Gene_891	-12.1167	-12.1259	-12.438	-12.3583	-12.1383	-12.6592	-12.422	-12.495	-12.531	-12.2723	-12.5536	-12.2949	-12.16	-12.166	-12.3943	-12.5275	-12.2954	-12.42	-12.196	-11.9242
Gene_892	-13.7558	-13.7246	-13.8821	-14.0475	-13.5757	-13.9281	-13.6363	-14.0916	-14.06	-14.0943	-13.854	-13.9175	-13.918	-13.9238	-13.9548	-14.0159	-14.0038	-14.3489	-14.2651	-14.1931
Gene_893	-9.34609	-9.35275	-9.12042	-9.43855	-9.56637	-9.47186	-9.55474	-9.67811	-9.78347	-9.59149	-9.76053	-9.39826	-9.41674	-9.66048	-9.11277	-9.55122	-9.43698	-9.36074	-9.28866	-9.0078
Gene_894	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043	-18.8043
Gene_895	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543
Gene_896	-16.8014	-16.7213	-16.5523	-16.6576	-16.7203	-16.2362	-16.6709	-16.8268	-16.8281	-16.5657	-16.8575	-16.6661	-16.6036	-16.7756	-16.8417	-16.9161	-16.696	-16.8523	-16.7711	-16.6959
Gene_897	-13.1629	-13.5355	-12.6571	-13.3985	-12.9362	-13.0386	-13.5051	-13.1535	-13.4982	-13.2732	-13.5324	-13.3201	-13.3367	-13.1315	-13.6051	-13.3864	-12.9124	-13.2326	-13.0501	-13.2072
Gene_898	-18.0971	-18.5873	-18.5908	-18.5966	-18.5869	-18.5752	-18.3642	-18.5924	-18.5551	-18.5951	-18.6047	-18.568	-18.3749	-18.5727	-18.5604	-18.5908	-18.5783	-18.4462	-18.6384	-18.3747
Gene_899	-16.2965	-16.8575	-16.3091	-16.9092	-16.2794	-16.7847	-15.9606	-16.321	-16.9057	-17.1242	-16.9518	-16.1159	-17.0407	-15.9919	-16.6844	-17.1034	-16.3895	-15.9195	-16.9273	-16.3891
Gene_900	-11.3162	-11.1964	-11.3927	-11.0675	-11.1301	-11.4565	-11.4637	-11.499	-11.6515	-11.2509	-11.4621	-11.4121	-11.4334	-11.1492	-11.2819	-11.2276	-11.5905	-11.5311	-11.1744	-11.0294
Gene_901	-11.589	-11.2997	-11.2308	-11.888	-11.9933	-11.5726	-11.7481	-11.525	-12.2501	-11.8596	-11.7723	-11.7489	-11.3294	-11.8013	-11.8963	-11.2945	-11.7646	-12.1853	-11.9353	-11.4795
Gene_902	-17.648	-17.6481	-17.6481	-17.648	-17.6481	-17.648	-17.648	-17.6481	-17.6481	-17.648	-17.6481	-17.648	-17.648	-17.6481	-17.6481	-17.6481	-17.648	-17.648	-17.648	-17.6481
Gene_903	-11.1165	-11.2878	-11.3427	-11.4703	-11.1006	-11.6001	-11.4167	-11.4696	-11.3815	-10.9778	-11.4826	-11.3644	-11.4082	-11.6164	-11.0719	-11.0098	-11.0171	-11.4703	-11.3604	-10.7493
Gene_904	-8.92505	-8.16332	-8.61217	-8.73994	-8.81679	-8.48507	-9.08472	-8.52315	-8.91943	-8.85501	-8.68478	-8.62696	-8.70702	-8.71596	-8.39226	-8.25974	-8.15298	-8.56035	-8.66019	-8.88722
Gene_905	-7.08098	-6.55525	-6.54545	-6.9087	-6.62509	-6.96248	-6.87972	-6.74743	-6.85784	-7.04702	-7.54835	-6.84348	-6.55974	-6.97854	-7.19612	-7.10221	-6.63719	-7.15588	-6.76381	-6.70587
Gene_906	-12.628	-13.107	-12.6803	-12.9033	-12.3971	-12.6696	-13.0889	-12.9313	-12.9945	-13.2644	-13.5098	-12.873	-12.8262	-13.0686	-12.9974	-12.8428	-12.6292	-12.4976	-12.8296	-12.814
Gene_907	-12.5363	-12.6414	-12.3221	-12.4514	-12.5356	-12.467	-12.4976	-12.7016	-12.6685	-12.3602	-12.4772	-12.6688	-12.3607	-12.6987	-12.5872	-12.4078	-12.4272	-12.87	-12.4432	-12.4035
Gene_908	-13.2052	-13.8041	-13.6582	-13.9607	-13.5808	-13.6818	-13.2557	-13.6419	-13.9221	-13.5456	-14.0986	-13.199	-13.4773	-13.6494	-13.5144	-13.6749	-13.2859	-13.511	-13.1521	-13.3149
Gene_909	-8.49436	-8.5277	-7.65231	-8.42262	-8.19996	-8.53407	-8.16359	-8.1519	-8.61019	-8.08574	-8.22189	-7.99729	-8.41988	-8.15274	-7.81542	-7.81195	-8.29568	-8.20031	-8.30064	-7.89429
Gene_910	-11.9701	-11.8536	-11.7624	-11.68	-11.8275	-11.3814	-12.1396	-11.8334	-11.7641	-11.9069	-11.4314	-11.4897	-11.743	-11.7387	-11.3434	-11.0861	-11.9779	-11.9291	-11.2796	-11.1388
Gene_911	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601	-16.1601
Gene_912	-10.9961	-10.6893	-10.9127	-10.3708	-10.5333	-10.4714	-10.829	-10.8639	-11.0303	-11.0224	-11.2459	-10.2513	-10.5584	-11.0385	-10.2041	-11.0194	-10.5665	-10.9984	-10.6372	-10.914
Gene_913	-15.0372	-15.0874	-14.8373	-15.3591	-14.6002	-15.1883	-15.3524	-15.1194	-15.206	-15.2195	-15.3578	-14.9514	-15.2085	-15.1721	-15.1373	-15.2376	-15.1156	-15.0614	-14.916	-14.9835
Gene_914	-11.4114	-12.0145	-11.5323	-11.5584	-11.421	-11.1838	-11.7111	-11.5265	-11.811	-11.8834	-11.5826	-11.5379	-11.4651	-12.1279	-11.1079	-11.4475	-11.5842	-11.4209	-11.8202	-11.2896
Gene_915	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291	-17.0291
Gene_916	-13.7441	-13.8243	-13.8879	-14.0701	-13.8652	-13.762	-13.631	-14.1556	-14.0203	-13.6761	-13.4206	-14.1421	-13.3951	-14.2068	-13.5551	-13.6437	-14.1408	-14.586	-13.4313	-13.2024
Gene_917	-5.73421	-6.50051	-5.81112	-6.24001	-5.88876	-6.41797	-5.98773	-6.01447	-6.10367	-5.79012	-6.28347	-6.03801	-5.88064	-5.66153	-5.79785	-5.34324	-5.92748	-6.45216	-5.83442	-5.61546
Gene_918	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694	-16.9694
Gene_919	-12.2245	-12.5005	-12.1384	-12.4951	-12.6518	-12.8153	-12.8032	-12.8017	-12.7929	-12.6475	-12.9694	-12.6661	-12.4799	-12.8609	-12.5761	-12.6994	-12.8385	-12.6	-12.9169	-12.1887
Gene_920	-9.54372	-9.99907	-9.72597	-9.74182	-9.5443	-9.5295	-9.62566	-9.60826	-9.85071	-9.754	-9.87199	-9.91619	-10.0396	-9.88817	-9.45901	-9.80501	-9.6374	-9.95126	-9.48655	-9.22624
Gene_921	-13.8829	-13.7471	-14.1093	-14.4185	-13.7436	-14.1252	-14.2398	-14.0106	-14.0535	-14.1616	-14.1228	-13.9704	-14.2188	-14.1257	-14.1574	-14.0522	-13.9255	-14.1696	-13.97	-14.0447
Gene_922	-10.1017	-9.9622	-10.0563	-10.2271	-10.1175	-9.79657	-10.2078	-9.89262	-10.2265	-10.4241	-10.3006	-10.263	-9.68546	-10.5403	-10.0221	-9.84341	-10.3516	-10.7063	-10.1587	-9.62615
Gene_923	-11.9625	-11.4049	-11.7206	-12.0168	-11.7324	-11.7154	-12.2693	-12.0591	-11.9767	-11.5961	-12.1471	-12.0195	-11.7083	-11.9907	-11.7071	-11.3836	-11.6527	-11.8708	-11.9864	-11.4779
Gene_924	-15.0166	-15.3933	-15.0359	-15.3956	-15.1217	-15.2534	-15.2656	-15.0796	-15.1853	-15.2008	-15.1444	-14.9717	-15.1507	-15.2819	-15.1289	-15.2158	-15.3099	-15.2677	-14.7856	-15.0353
Gene_925	-15.6114	-15.374	-15.5658	-15.5408	-15.6039	-15.666	-15.5665	-15.6338	-15.7674	-15.7082	-16.0036	-15.6241	-15.555	-15.457	-15.1193	-15.5655	-15.6178	-15.7967	-15.1503	-15.4312
Gene_926	-12.9825	-12.7475	-12.3736	-12.6365	-12.627	-13.08	-12.7617	-12.4272	-12.6737	-13.2459	-13.0955	-13.4054	-12.7027	-12.8214	-12.4885	-12.4353	-12.5919	-12.8462	-12.978	-12.5068
Gene_927	-18.4419	-18.3664	-18.3706	-18.3776	-18.3659	-18.1506	-18.3448	-18.1756	-18.327	-17.9873	-18.3874	-18.3428	-18.3556	-18.3486	-18.3335	-18.3705	-18.3554	-18.2403	-17.8836	-18.155
Gene_928	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332	-17.2332
Gene_929	-12.5544	-12.9677	-12.7022	-12.5666	-12.1897	-12.6877	-12.9533	-12.7886	-12.6688	-12.7458	-12.339	-12.7288	-13.0657	-12.9757	-12.4261	-12.8742	-12.4253	-12.6096	-12.5796	-12.2345
Gene_930	-16.9999	-17.0561	-16.6091	-16.738	-16.9357	-17.024	-17.0087	-16.724	-16.8388	-16.8444	-16.9854	-16.757	-17.0326	-16.7731	-16.3717	-16.6089	-16.9105	-16.6722	-16.9683	-16.9103
Gene_931	-13.7952	-13.7887	-13.8476	-14.2793	-13.8255	-13.7051	-14.2375	-13.5925	-13.9359	-14.2922	-14.1348	-13.9338	-14.1491	-14.4169	-14.4804	-14.4274	-14.2701	-13.8255	-14.1394	-13.8335
Gene_932	-16.9308	-16.7723	-16.8376	-16.9063	-16.7123	-16.8123	-16.803	-16.8999	-16.8418	-16.7269	-16.8016	-16.5565	-16.6969	-16.6865	-16.7254	-16.7781	-16.6966	-16.8563	-16.7472	-16.6966
Gene_933	-9.53455	-9.37343	-9.29969	-9.46216	-9.43206	-9.63767	-9.74061	-9.41081	-9.44438	-9.82545	-9.94582	-9.50766	-9.4914	-9.60947	-9.71428	-9.36162	-9.29814	-9.36843	-9.49853	-9.0746
Gene_934	-10.3642	-10.7313	-10.2318	-10.6115	-10.5304	-10.5866	-11.0561	-10.7676	-11.0614	-10.6316	-10.7586	-10.5485	-10.3741	-10.8047	-10.8356	-10.3024	-10.5572	-10.6735	-10.5455	-10.3769
Gene_935	-11.9283	-12.2312	-12.0382	-12.2442	-11.7539	-12.0442	-11.822	-11.5445	-12.2731	-11.4711	-11.8824	-12.0296	-12.24	-11.9998	-11.8252	-11.6767	-12.3079	-12.1877	-11.7587	-11.6321
Gene_936	-13.0174	-12.6694	-12.6433	-12.939	-12.9582	-12.7392	-12.8557	-12.8265	-12.7986	-12.7435	-12.8624	-12.3401	-13.0187	-12.979	-12.9069	-12.7367	-12.939	-12.5513	-12.5965	-12.8293
Gene_937	-14.8533	-14.9422	-14.978	-15.0886	-15.0312	-14.8698	-14.8924	-14.8113	-14.954	-15.0163	-14.8423	-14.838	-14.9292	-14.9529	-14.7552	-14.7005	-14.9056	-14.9135	-14.8966	-14.7925
Gene_938	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288	-16.6288
Gene_939	-6.72599	-6.95542	-7.23283	-7.24881	-7.01635	-7.16331	-6.99628	-7.46115	-7.25593	-7.07433	-7.48537	-7.05276	-6.97619	-7.01106	-6.71361	-7.16205	-6.5644	-6.91415	-6.69034	-7.19582
Gene_940	-11.657	-11.367	-11.4552	-11.4468	-11.3836	-11.5391	-11.6882	-11.6093	-11.4005	-11.7414	-11.7997	-10.9658	-11.1086	-11.3922	-11.4739	-11.2969	-11.7813	-11.2697	-11.5253	-11.1251
Gene_941	-13.6789	-13.9965	-13.8451	-13.6637	-13.7918	-13.9442	-14.0687	-13.8595	-13.7616	-13.6072	-13.6809	-13.8685	-14.2219	-13.8767	-13.7589	-13.8108	-14.0818	-13.8615	-13.4331	-13.9735
Gene_942	-11.7295	-11.7979	-11.8929	-12.0061	-12.074	-11.7461	-12.1141	-12.0086	-12.0361	-12.0088	-12.0366	-11.8353	-11.9527	-11.8083	-12.0368	-11.9719	-11.9475	-12.0324	-12.0157	-11.8704
Gene_943	-10.3646	-10.0274	-10.4829	-10.7783	-10.4627	-10.6255	-10.4501	-10.3298	-10.6278	-10.5882	-10.6042	-10.1175	-9.9583	-10.7466	-10.3936	-10.5632	-10.4499	-10.8689	-10.3657	-10.5855
Gene_944	-9.07669	-9.39429	-9.6035	-9.68386	-9.14198	-9.63379	-9.55003	-9.4679	-9.76031	-9.67407	-10.0239	-9.24793	-9.23847	-9.48224	-9.44798	-9.31492	-9.80849	-9.54196	-9.41647	-9.22981
Gene_945	-7.94366	-8.01868	-8.13821	-8.50116	-8.48711	-8.08105	-8.13639	-8.33734	-8.72323	-8.79501	-8.57804	-8.3755	-8.20597	-8.49344	-8.04965	-8.25777	-8.6332	-8.31166	-8.28481	-8.12872
Gene_946	-11.4002	-10.7149	-11.7426	-11.4562	-11.0604	-11.4057	-11.4637	-11.1494	-11.8256	-11.1943	-11.3891	-11.1886	-10.9881	-11.1278	-11.0841	-11.0807	-10.8731	-11.3372	-10.7861	-10.7835
Gene_947	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422	-15.8422
Gene_948	-13.2009	-12.949	-12.4968	-13.2845	-13.1785	-12.9874	-13.1844	-12.8701	-13.0638	-13.0291	-13.1387	-13.0401	-12.6618	-13.3897	-13.1361	-12.9356	-12.9022	-13.3133	-12.9413	-13.2572
Gene_949	-11.8172	-11.588	-11.7036	-11.7402	-11.9439	-11.8148	-12.0559	-11.8462	-12.0271	-11.6529	-12.0079	-11.8372	-11.6989	-11.9455	-11.7157	-11.907	-11.7611	-12.0984	-11.9184	-11.7838
Gene_950	-13.6902	-13.6299	-13.6326	-13.4794	-13.6462	-13.7642	-13.6984	-13.6875	-13.8107	-13.5789	-13.6944	-13.6563	-13.7113	-13.7812	-13.5836	-13.6323	-13.6116	-13.7753	-13.7618	-13.6702
Gene_951	-13.0152	-13.0784	-12.5821	-12.895	-13.026	-13.3443	-12.986	-13.1238	-13.2428	-12.9742	-12.9777	-12.7923	-13.0246	-13.0169	-12.9985	-12.8386	-12.8942	-13.3599	-13.3165	-12.9416
Gene_953	-8.40882	-8.72764	-8.81603	-8.37477	-7.95892	-8.05774	-8.59256	-8.05338	-8.33025	-8.5149	-8.53601	-8.09805	-8.02658	-8.52095	-8.18239	-8.16511	-8.44576	-8.32936	-8.12949	-8.21561
Gene_954	-13.8647	-14.0799	-13.6539	-14.0308	-13.6746	-13.7812	-13.8493	-13.6805	-14.0778	-13.6259	-13.6669	-13.8166	-13.9254	-13.7916	-13.6524	-13.8947	-13.8571	-13.9296	-13.7615	-13.7291
Gene_955	-8.40039	-8.20099	-7.78121	-8.21934	-8.25402	-8.36838	-7.86632	-8.2589	-8.47666	-7.95242	-8.40992	-8.21228	-7.88733	-8.24438	-8.54533	-7.95494	-7.57107	-8.64346	-8.22485	-7.55562
Gene_956	-10.5749	-10.7504	-10.3458	-10.4736	-10.4696	-10.3851	-10.7188	-10.4505	-10.6472	-10.4852	-10.7908	-10.2206	-10.3597	-10.6945	-10.259	-10.2047	-10.5621	-10.3235	-10.2091	-10.2408
Gene_957	-12.2496	-12.0156	-11.7407	-12.1509	-12.3644	-11.9905	-12.0287	-12.2937	-12.4797	-12.2882	-12.4242	-12.1888	-11.7999	-12.3213	-11.9703	-11.9051	-11.7266	-11.983	-12.0635	-12.0966
Gene_958	-6.70718	-6.9045	-7.14284	-7.34049	-7.13598	-7.27518	-7.75077	-7.18685	-7.35441	-7.04149	-7.20764	-7.33714	-7.21512	-7.32861	-7.02222	-7.12072	-7.13349	-7.01179	-7.12203	-6.67593
Gene_959	-15.2767	-15.4287	-15.4218	-15.3954	-15.3943	-15.4253	-15.4415	-15.4125	-15.4004	-15.3823	-15.4058	-15.4163	-15.3948	-15.3876	-15.4069	-15.3879	-15.3832	-15.4161	-15.3847	-15.3603
Gene_960	-4.90033	-4.71232	-5.24687	-5.10269	-5.17471	-5.05966	-5.07975	-4.72176	-4.78936	-5.26274	-5.01212	-4.93359	-5.08379	-5.35478	-5.00225	-4.70799	-5.0037	-5.02235	-5.01654	-4.86484
Gene_961	-13.2987	-13.0582	-12.9145	-13.174	-12.7635	-13.0296	-12.7324	-12.9307	-13.0664	-13.027	-13.1872	-13.1463	-13.1245	-13.1673	-13.028	-13.1913	-13.0257	-12.889	-12.9114	-12.9518
Gene_962	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876
Gene_963	-15.8559	-15.4324	-15.521	-15.5426	-15.7015	-15.382	-15.6001	-15.7194	-15.5013	-15.6505	-15.4646	-15.5525	-15.5917	-15.53	-15.6083	-15.4833	-15.6316	-15.5195	-15.4272	-15.4333
Gene_964	-13.0353	-13.1483	-12.5494	-13.0581	-12.8489	-13.0481	-13.5554	-13.256	-13.3694	-13.1517	-13.0908	-12.6479	-12.9097	-13.1727	-13.1671	-12.8446	-12.511	-13.0396	-12.6853	-12.6868
Gene_965	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876
Gene_966	-13.7884	-14.0488	-14.1058	-13.8358	-13.5803	-13.9438	-14.0067	-13.4326	-14.0994	-13.7678	-14.0614	-13.9073	-13.6578	-14.043	-13.7036	-13.529	-13.5288	-13.8044	-13.5633	-13.3504
Gene_967	-15.0579	-14.8018	-14.3277	-15.0158	-14.727	-14.5235	-14.6971	-14.3686	-14.6016	-14.8938	-14.9223	-14.8504	-14.7708	-14.8461	-14.3742	-14.7561	-14.6572	-14.5798	-14.7486	-14.5165
Gene_968	-15.4986	-15.7245	-15.3435	-15.5721	-15.3774	-15.6479	-15.6093	-15.7546	-15.5864	-15.4348	-15.4387	-15.6793	-15.6688	-15.711	-15.6261	-14.7363	-15.8269	-15.3847	-15.4332	-15.1239
Gene_969	-15.0817	-15.1519	-15.1234	-15.0839	-14.9807	-15.1179	-15.1619	-15.2423	-15.058	-15.1542	-15.1618	-15.0169	-15.0879	-15.1306	-14.9927	-15.2188	-15.1266	-15.0311	-15.0808	-15.0486
Gene_970	-15.5539	-15.4327	-15.5485	-15.5761	-15.4307	-15.2186	-15.4925	-15.3198	-15.6474	-15.6688	-15.4739	-15.4293	-15.3845	-15.5633	-15.498	-15.6494	-15.3341	-15.7508	-15.1146	-15.1903
Gene_971	-12.6573	-12.6034	-12.5595	-12.0868	-12.8812	-12.7677	-12.7515	-12.3404	-12.8094	-12.5307	-13.4818	-12.8709	-12.5627	-12.5916	-12.6688	-12.424	-12.7011	-13.0305	-12.8814	-12.5446
Gene_972	-12.6541	-12.6916	-12.085	-12.4498	-12.2806	-12.0824	-12.3962	-12.411	-12.2878	-12.6216	-12.7448	-12.1353	-12.2284	-12.7082	-12.3076	-12.3389	-12.3173	-12.1609	-12.3905	-12.1318
Gene_973	-13.445	-13.6509	-13.8324	-14.0076	-13.5162	-13.9429	-13.901	-13.793	-14.2412	-13.9933	-14.1848	-13.3378	-13.5829	-13.9639	-13.6536	-13.6882	-13.5282	-13.9067	-13.7822	-13.7541
Gene_974	-13.3168	-13.7654	-13.0354	-12.7943	-13.2162	-12.5449	-13.3374	-13.1406	-13.56	-13.0975	-13.4584	-13.4259	-13.169	-13.2816	-12.9352	-13.2764	-13.14	-13.2495	-12.707	-12.6751
Gene_975	-12.4978	-12.3584	-12.1325	-12.6897	-12.552	-12.5498	-12.4304	-12.2664	-12.3567	-12.0148	-12.5618	-12.6205	-12.2031	-12.6903	-12.4801	-12.3136	-12.2064	-12.6804	-12.3227	-12.2654
Gene_976	-11.3845	-11.702	-11.4853	-11.7525	-11.6698	-11.2248	-12.0727	-11.1509	-11.6805	-11.5621	-11.8234	-11.4328	-10.8363	-11.733	-11.2799	-11.4966	-11.6369	-12.0438	-11.4942	-11.275
Gene_977	-12.5897	-12.4906	-12.3034	-12.5712	-12.2696	-12.778	-12.6514	-12.2557	-12.8864	-12.548	-12.6305	-12.5481	-12.2948	-12.5957	-12.036	-12.5826	-12.6499	-12.8042	-12.3767	-12.5082
Gene_978	-7.5627	-7.71792	-7.543	-7.93274	-7.10033	-7.6128	-8.33688	-7.91961	-7.57412	-7.68306	-8.01896	-7.38124	-7.31715	-7.9393	-8.02057	-7.6763	-7.81497	-7.57151	-7.69309	-7.21448
Gene_979	-8.38182	-7.93915	-7.98481	-8.1389	-8.03788	-7.83056	-8.20213	-7.87279	-8.28707	-8.2733	-8.25386	-8.8785	-8.25518	-8.15635	-8.1147	-7.60297	-7.85912	-8.04905	-7.96349	-7.98188
Gene_980	-16.4806	-16.4984	-16.5037	-16.4324	-16.3761	-16.4383	-16.3876	-16.3456	-16.4909	-16.3109	-16.4062	-16.5104	-16.4435	-16.3516	-16.4989	-16.5037	-16.4022	-16.4609	-16.4241	-16.2396
Gene_981	-16.5688	-16.5688	-16.5688	-16.5688	-16.5687	-16.5687	-16.5687	-16.5688	-16.5687	-16.5688	-16.5688	-16.5688	-16.5688	-16.5688	-16.5688	-16.5688	-16.5688	-16.5688	-16.5688	-16.5687
Gene_982	-16.6865	-16.598	-16.298	-16.4677	-16.0647	-16.5642	-16.5479	-16.3034	-16.5923	-16.5404	-16.3447	-16.3767	-16.5732	-16.557	-16.4352	-16.2978	-16.5728	-16.5849	-16.4487	-16.4105
