GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20
Gene_386	-15.1092	-14.7179	-14.8209	-14.9505	-14.5264	-14.6103	-15.0058	-14.9428	-14.8552	-14.7219	-14.9593	-14.9114	-14.9131	-15.0546	-14.9256	-14.9969	-14.892	-15.0312	-15.04	-15.113
Gene_387	-8.74931	-9.03471	-8.94611	-9.08739	-9.01211	-9.35458	-9.54203	-9.23403	-9.08706	-9.20676	-9.33661	-8.86498	-9.12783	-9.43193	-8.99936	-9.63779	-9.38639	-9.62672	-8.96705	-9.42785
Gene_388	-10.326	-10.4046	-10.4374	-10.4303	-10.1219	-10.1238	-10.5233	-10.3472	-10.3647	-10.3591	-10.5553	-10.2342	-10.2982	-10.3877	-10.2622	-10.3052	-10.5324	-9.9519	-10.5267	-10.3999
Gene_389	-14.7314	-14.2765	-14.54	-14.6726	-14.2213	-14.7026	-14.2211	-14.5946	-14.5873	-14.5528	-14.6815	-14.3934	-14.6438	-14.1098	-14.5347	-14.552	-14.4521	-14.655	-14.2176	-14.8036
Gene_390	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824	-17.7824
Gene_391	-17.5256	-17.4854	-17.5009	-17.4437	-16.8031	-17.4853	-17.2103	-17.4411	-17.2003	-17.4155	-17.5109	-17.1972	-17.1979	-17.432	-17.4574	-17.2612	-17.4245	-17.4723	-17.4517	-17.4795
Gene_392	-13.4865	-13.6259	-13.8038	-13.7561	-13.6341	-13.4231	-13.8161	-13.6393	-13.5866	-13.5602	-13.8454	-13.8345	-13.872	-13.5877	-13.7565	-13.8171	-13.5428	-13.6746	-13.6629	-13.1886
Gene_393	-16.571	-16.5304	-16.6459	-16.5933	-16.3534	-16.3313	-16.6111	-16.2778	-16.4997	-16.4597	-16.6552	-16.4973	-16.4978	-16.5825	-16.6058	-16.5492	-16.4688	-16.6196	-16.6006	-16.4237
Gene_394	-14.208	-14.2204	-14.2714	-14.2067	-14.2261	-14.1999	-14.24	-14.212	-14.228	-14.2385	-14.2645	-14.2055	-14.2268	-14.2344	-14.2572	-14.26	-14.2439	-14.2667	-14.2258	-14.2233
Gene_395	-10.1779	-9.95818	-9.99149	-10.121	-9.8698	-9.97509	-10.2287	-10.1899	-10.3923	-9.79069	-10.0004	-9.47154	-9.57488	-9.60527	-10.1175	-10.0612	-9.87668	-10.1091	-9.91268	-10.1915
Gene_396	-6.4424	-6.7889	-6.0747	-5.95264	-5.70914	-6.19788	-6.24684	-6.27842	-5.84068	-6.36995	-6.41432	-5.84524	-6.09983	-6.64587	-6.154	-5.87694	-5.84986	-5.81891	-6.20093	-6.1182
Gene_397	-14.7732	-14.3922	-14.8551	-14.7952	-14.4622	-14.697	-14.8569	-14.196	-14.5907	-14.7662	-14.3148	-14.6404	-14.5836	-14.6898	-14.5421	-14.5097	-14.6622	-14.4908	-14.6973	-14.6776
Gene_398	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658	-19.0658
Gene_399	-12.7331	-12.3781	-12.7907	-12.572	-12.584	-12.7293	-12.7832	-12.6849	-12.8655	-12.3471	-12.7943	-12.6675	-12.7684	-12.616	-12.7956	-12.8855	-12.8083	-12.8706	-12.9713	-12.778
Gene_400	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824	-17.9824
Gene_401	-15.746	-15.7576	-15.1751	-15.1597	-15.4758	-15.64	-15.6989	-15.6377	-15.3165	-15.5606	-15.7086	-15.4245	-15.5471	-15.6109	-15.6835	-15.6907	-15.5884	-15.2687	-14.9786	-15.7423
Gene_402	-12.9653	-12.7761	-12.9828	-12.4683	-12.803	-13.683	-12.9422	-13.0751	-13.1858	-12.8605	-13.2348	-13.111	-13.1717	-12.9646	-13.0421	-13.1949	-12.8322	-13.4205	-12.9719	-13.128
Gene_403	-12.7541	-12.5965	-12.8731	-12.8899	-12.5776	-12.6731	-12.6567	-12.6801	-12.9079	-12.3232	-12.6866	-12.6788	-12.5864	-12.8683	-12.9799	-12.8903	-12.6008	-12.4974	-12.9634	-12.5969
Gene_404	-11.2968	-11.4412	-11.4818	-11.2075	-11.0224	-11.735	-11.6375	-11.4222	-11.2092	-11.3102	-11.4181	-11.4043	-11.6602	-10.9177	-11.5407	-11.7213	-11.4474	-11.1179	-11.4771	-11.8616
Gene_405	-9.50946	-9.32304	-9.35011	-9.69729	-9.2769	-9.70929	-9.46613	-9.25657	-9.23125	-9.57697	-9.17895	-9.1351	-9.21947	-9.37986	-9.48303	-9.21736	-9.59544	-9.06042	-8.90992	-9.20173
Gene_406	-11.6084	-10.8251	-11.5722	-11.3745	-11.1982	-11.5548	-11.3012	-11.4649	-11.3378	-11.2681	-11.801	-11.4078	-11.3127	-11.4059	-11.7995	-11.5749	-11.415	-11.3541	-11.2046	-10.9206
Gene_407	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475	-16.7475
Gene_408	-12.0322	-11.845	-11.9434	-11.8751	-12.0629	-12.108	-12.1017	-11.871	-11.6734	-12.1846	-11.8868	-11.7768	-11.8123	-11.7178	-11.8687	-12.0062	-11.8146	-11.8538	-11.8724	-11.8044
Gene_409	-12.6199	-12.4941	-12.8012	-12.7001	-12.8635	-12.2719	-12.8931	-12.7631	-12.7151	-12.2085	-12.7773	-12.5854	-12.8827	-12.3764	-13.0025	-12.5693	-12.3533	-12.5785	-12.9153	-12.7226
Gene_410	-15.6261	-15.6259	-15.5983	-15.6154	-15.557	-15.5941	-15.5989	-15.5934	-15.6075	-15.5871	-15.601	-15.6176	-15.6071	-15.6126	-15.6081	-15.6307	-15.6	-15.6225	-15.6173	-15.6137
Gene_411	-9.07178	-8.6133	-8.70804	-9.23736	-8.53984	-8.3016	-8.88032	-8.60818	-8.59876	-8.87743	-8.37297	-8.36376	-8.55181	-8.21259	-8.82613	-8.56642	-8.67406	-8.75827	-8.8133	-8.94044
Gene_412	-14.0772	-13.6571	-13.7719	-13.8066	-13.6422	-13.7622	-13.6616	-13.5997	-13.6085	-13.6747	-13.6861	-13.6684	-13.7179	-13.8704	-13.733	-13.7823	-13.6839	-13.8542	-13.6415	-13.7426
Gene_413	-14.6704	-14.9837	-15.0369	-15.0881	-14.8346	-14.983	-15.1543	-14.8108	-14.869	-14.8825	-14.612	-15.03	-15.0321	-15.0454	-14.4987	-15.1227	-15.1155	-15.3624	-15.208	-14.6698
Gene_414	-14.2534	-14.374	-14.4309	-14.3482	-14.4178	-14.4262	-14.4488	-14.4	-14.3831	-14.4213	-14.445	-14.3613	-14.3622	-14.3494	-14.2784	-14.3673	-14.3006	-14.39	-14.4517	-14.4003
Gene_415	-13.4946	-13.4795	-13.6592	-13.2495	-12.889	-13.5084	-13.2714	-13.2626	-12.8199	-13.3118	-13.5968	-12.845	-13.0259	-13.0463	-13.5653	-13.5313	-13.4838	-13.3075	-13.3126	-13.4726
Gene_416	-12.4518	-12.3352	-12.9347	-12.4917	-12.9217	-12.6873	-12.7183	-12.5976	-12.6502	-12.4339	-12.8409	-12.5435	-12.5622	-12.5948	-12.7598	-12.7193	-12.703	-12.7037	-12.4796	-12.5272
Gene_417	-15.5943	-15.6425	-15.7625	-15.6983	-15.5165	-15.7451	-15.6674	-15.6414	-15.7111	-15.5556	-15.4782	-15.6021	-15.709	-15.7397	-15.608	-15.7155	-15.7316	-15.7306	-15.7609	-15.5841
Gene_418	-11.4664	-11.9586	-11.7941	-11.8877	-11.8489	-11.9954	-12.034	-11.6351	-11.592	-11.7513	-11.8255	-11.9103	-11.7335	-11.9691	-12.0464	-11.9064	-11.7429	-11.8021	-11.9023	-11.4121
Gene_419	-11.4085	-11.2221	-11.2626	-11.4008	-11.3527	-11.4053	-11.5764	-11.4776	-11.6697	-11.468	-11.583	-11.6567	-11.3769	-11.7114	-11.3339	-11.5573	-11.5813	-11.5517	-11.5081	-11.5567
Gene_420	-13.6098	-13.5888	-13.6778	-13.6116	-13.5568	-13.6416	-13.6018	-13.4739	-13.5679	-13.5708	-13.7005	-13.4493	-13.5489	-13.5373	-13.5316	-13.5203	-13.5784	-13.6937	-13.5593	-13.655
Gene_421	-12.1948	-11.7895	-12.1995	-11.6814	-11.8135	-12.1041	-12.3562	-11.8933	-11.5203	-12.024	-12.3323	-11.8811	-12.327	-12.1597	-12.2659	-12.5081	-11.9193	-11.8922	-11.9569	-12.0039
Gene_422	-10.5058	-10.5557	-10.2316	-10.2893	-10.4928	-10.6261	-10.2943	-10.6829	-10.2414	-10.2956	-10.5828	-10.462	-10.6397	-10.1722	-10.6108	-10.5159	-10.2392	-10.4006	-10.6872	-10.6485
Gene_423	-11.5597	-11.6043	-11.1099	-11.2714	-11.2202	-11.2153	-11.5174	-10.9744	-11.3904	-11.4566	-11.3121	-11.3087	-11.3143	-11.4961	-11.4983	-11.0383	-11.5136	-11.5953	-11.3582	-11.5813
Gene_424	-15.2812	-15.3845	-15.4819	-15.2945	-15.4219	-15.3842	-15.0034	-15.2887	-15.3198	-15.3053	-15.1286	-15.3855	-15.5316	-15.4918	-15.4669	-15.2947	-15.4774	-15.4258	-15.3124	-15.1107
Gene_425	-12.9007	-12.3621	-12.4609	-12.7048	-12.71	-13.1134	-12.9569	-13.1871	-12.6224	-13.0213	-12.7698	-12.4577	-12.261	-12.613	-12.6804	-12.4709	-12.8815	-13.0252	-12.6913	-13.053
Gene_426	-10.2078	-10.0522	-10.0356	-10.2504	-9.97572	-10.2659	-9.90085	-9.92504	-9.88694	-10.4085	-10.0512	-9.94336	-10.325	-10.191	-10.1382	-10.2704	-10.0591	-9.82593	-9.9399	-10.593
Gene_427	-9.93251	-9.47416	-9.69266	-9.40209	-9.67818	-9.54663	-10.3351	-10.2477	-9.72886	-10.0024	-9.36005	-9.84052	-9.69787	-9.63815	-9.63647	-9.64348	-9.9225	-9.73392	-10.0864	-10.1522
Gene_428	-14.5009	-14.5576	-14.5314	-14.5301	-14.5376	-14.4378	-14.5087	-14.2657	-14.4589	-14.4311	-14.1751	-14.4851	-14.4864	-14.4368	-14.4643	-14.3688	-14.385	-14.4072	-14.4192	-14.3073
Gene_429	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919	-15.919
Gene_430	-11.8384	-12.0417	-11.8912	-11.8049	-11.9374	-12.3331	-12.2003	-12.0174	-11.7425	-11.8894	-12.3799	-11.92	-11.8579	-11.9357	-12.044	-12.0752	-12.4181	-12.1155	-12.0258	-12.3472
Gene_431	-14.4776	-14.5458	-14.3811	-14.4885	-14.5225	-14.503	-14.5085	-14.4859	-14.4711	-14.4898	-14.5856	-14.4685	-14.513	-14.5063	-14.4881	-14.4811	-14.5139	-14.5325	-14.4383	-14.4969
Gene_432	-12.7241	-12.6845	-12.6787	-12.656	-12.6427	-12.6555	-12.7009	-12.6726	-12.6761	-12.6598	-12.6689	-12.6491	-12.6499	-12.6731	-12.6429	-12.7084	-12.6692	-12.6327	-12.6477	-12.6436
Gene_433	-13.2645	-13.2638	-13.2668	-13.2563	-13.2545	-13.2455	-13.2662	-13.2639	-13.2581	-13.265	-13.2605	-13.2585	-13.2668	-13.2648	-13.2617	-13.2596	-13.2589	-13.2655	-13.2634	-13.2602
Gene_434	-12.3048	-12.4443	-12.3283	-12.3937	-12.2309	-12.5732	-12.6004	-12.2573	-12.055	-12.718	-12.6893	-12.395	-12.4556	-12.3523	-12.4456	-12.538	-12.5857	-12.1325	-12.3204	-12.2746
Gene_435	-13.1411	-12.803	-13.1491	-13.0711	-12.9449	-13.0986	-12.7507	-13.3522	-13.1491	-13.0438	-12.7453	-12.9709	-12.9104	-12.8821	-12.6221	-12.7308	-13.0591	-13.144	-13.1025	-13.2966
Gene_436	-11.3792	-10.9977	-10.7954	-11.2176	-11.1126	-11.2476	-11.5084	-10.8821	-11.1364	-11.4285	-11.2991	-10.7494	-10.9961	-11.0992	-11.3231	-11.3254	-11.0926	-11.3879	-11.012	-10.9059
Gene_437	-5.29046	-5.35451	-5.19888	-5.35472	-5.18926	-5.40717	-5.60545	-4.7984	-5.03458	-4.92783	-5.23017	-5.05655	-5.3121	-5.04417	-5.33683	-5.30055	-5.33268	-5.23251	-5.20063	-5.2979
Gene_438	-16.3486	-16.9032	-16.9469	-16.3492	-17.3831	-17.3446	-16.0821	-17.2471	-17.2789	-16.6741	-16.9744	-17.2734	-17.2747	-17.2257	-17.2841	-17.3837	-17.2079	-17.3169	-17.2713	-17.3323
Gene_439	-16.8141	-16.8142	-16.8142	-16.8142	-16.8141	-16.8142	-16.8142	-16.8141	-16.8142	-16.8142	-16.8142	-16.8141	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142	-16.8142
Gene_440	-12.4284	-12.6696	-11.5213	-12.3856	-11.9446	-11.9608	-11.9861	-11.8534	-12.103	-12.3239	-12.4578	-12.2807	-12.4755	-12.1759	-12.3996	-12.1337	-12.3696	-12.3431	-12.0954	-12.067
Gene_441	-11.7649	-11.6719	-11.3622	-11.261	-11.6148	-11.771	-11.816	-11.2914	-12.1303	-11.6784	-11.6147	-11.6042	-11.959	-11.4021	-11.6765	-12.0146	-11.3375	-12.2107	-11.653	-11.9676
Gene_442	-6.59133	-6.92126	-6.84028	-6.69889	-6.82744	-6.54035	-6.88328	-6.85123	-6.79684	-6.7085	-6.81266	-6.96446	-6.31962	-6.48422	-6.6366	-6.7134	-6.81757	-6.78857	-6.56702	-6.98045
Gene_444	-11.0366	-10.9231	-10.873	-11.0071	-11.007	-11.2524	-10.9807	-11.1736	-11.0876	-10.9544	-11.1088	-10.9277	-11.2164	-11.0305	-11.2158	-11.2125	-11.2463	-10.8968	-10.9191	-11.2524
Gene_445	-11.5173	-11.1738	-11.0988	-11.344	-11.1439	-11.2332	-11.5617	-11.3748	-11.4154	-11.3753	-11.3873	-11.5423	-11.3809	-11.1712	-11.1896	-11.283	-10.9597	-11.4253	-11.333	-11.4911
Gene_446	-10.9346	-10.9837	-10.8784	-11.4001	-10.9801	-11.143	-11.2686	-10.953	-11.1444	-10.7876	-11.376	-11.0013	-10.9819	-10.9107	-11.1026	-10.9714	-11.0883	-11.1338	-11.0574	-11.3208
Gene_447	-16.8744	-17.1763	-17.2125	-17.0717	-17.2191	-17.1759	-16.2955	-16.6014	-17.1014	-16.994	-15.9292	-17.095	-16.6457	-17.0402	-16.6606	-16.8116	-15.7348	-16.7117	-17.0927	-17.1621
Gene_448	-11.4009	-10.8193	-11.1111	-11.3713	-10.7494	-10.9325	-10.9617	-11.16	-10.786	-11.118	-11.3213	-11.0266	-11.1279	-10.7	-11.279	-11.0089	-11.1629	-11.0862	-10.6814	-11.1125
Gene_449	-8.79511	-8.96167	-9.01551	-9.08371	-8.74766	-9.14633	-8.9769	-8.55822	-8.9966	-8.90837	-9.05123	-8.28709	-8.7933	-9.26414	-9.1206	-8.9348	-9.20745	-9.29681	-9.13891	-9.13574
Gene_450	-15.591	-15.5864	-15.5665	-15.5863	-15.5884	-15.5907	-15.5753	-15.5947	-15.5788	-15.5879	-15.5849	-15.5959	-15.5916	-15.5895	-15.5834	-15.5885	-15.5931	-15.5893	-15.5871	-15.5901
Gene_451	-7.02916	-7.17541	-6.75985	-7.1727	-7.25959	-7.71716	-7.56517	-7.03627	-7.08728	-7.46981	-7.77305	-7.13437	-7.12428	-7.24977	-7.14328	-6.95527	-7.10411	-7.31845	-6.99447	-7.12424
Gene_452	-13.9285	-13.8047	-13.897	-13.9859	-13.8419	-13.7822	-14.0433	-14.0047	-14.0984	-13.8385	-13.9917	-13.86	-13.8372	-13.8682	-14.1312	-13.8852	-14.0092	-13.9231	-14.089	-13.9923
Gene_453	-12.9976	-12.8584	-12.7155	-13.0151	-13.1003	-12.8954	-12.5362	-12.6252	-12.3172	-13.1685	-13.0481	-11.9973	-12.4463	-12.3347	-12.5385	-12.5324	-12.9539	-12.9904	-12.6005	-12.7954
Gene_454	-11.408	-10.9881	-11.4713	-11.7928	-11.2473	-11.8758	-11.3996	-11.4436	-11.5297	-11.3492	-11.4933	-10.9684	-11.2187	-11.4253	-11.3281	-11.321	-11.3822	-11.4041	-11.3686	-11.7517
Gene_455	-11.709	-11.8072	-11.9739	-11.4562	-11.3125	-11.8723	-11.8236	-11.959	-11.5458	-11.4603	-12	-11.4083	-11.1483	-11.1643	-11.4043	-11.6771	-11.5661	-11.6018	-11.8368	-11.6303
Gene_456	-16.4541	-16.4779	-16.485	-16.4592	-16.4006	-16.3913	-16.5115	-16.458	-16.5081	-16.4917	-16.4897	-16.3753	-16.5073	-16.4984	-16.5091	-16.5295	-16.4953	-16.4284	-16.4188	-16.5187
Gene_457	-11.6406	-11.2612	-11.2789	-11.3157	-11.4569	-11.2979	-11.6354	-11.1661	-11.357	-11.4329	-11.2259	-11.3451	-11.3212	-11.4202	-11.8081	-11.4809	-11.4302	-10.9359	-11.2439	-11.6048
Gene_458	-8.79791	-9.1137	-8.59139	-8.79524	-8.78577	-8.82828	-9.16512	-9.30694	-8.94034	-8.67643	-8.84765	-8.30665	-9.6867	-9.01932	-9.15382	-8.86383	-9.03405	-8.71203	-9.17268	-9.28464
Gene_459	-8.50567	-8.86619	-8.87216	-8.85586	-8.84081	-9.03614	-9.55824	-8.53087	-8.60471	-9.1936	-8.66772	-8.72236	-8.54678	-8.73081	-8.89076	-8.70188	-8.72512	-8.42866	-8.82539	-8.96229
Gene_460	-11.8806	-11.7103	-11.9657	-12.1721	-12.0593	-12.1966	-11.8188	-11.8786	-11.6793	-11.6794	-11.9185	-11.8783	-11.5384	-11.5185	-11.7505	-12.3944	-11.645	-11.9317	-11.7844	-11.9717
Gene_461	-9.40401	-9.18335	-10.0038	-9.26126	-9.61591	-9.63435	-9.48635	-9.88086	-9.49561	-9.87456	-9.71066	-9.0962	-9.66584	-9.04079	-9.60298	-9.77003	-9.18073	-9.30198	-9.92833	-9.49796
Gene_462	-12.9055	-12.7723	-12.7222	-12.8225	-12.9493	-13.1898	-12.812	-13.0109	-12.9668	-12.8204	-13.0323	-12.9701	-12.6978	-12.8701	-12.9629	-12.7492	-12.86	-12.7932	-12.8531	-13.0567
Gene_463	-10.1806	-10.0992	-10.6291	-10.3617	-10.139	-10.6113	-10.4903	-10.2792	-10.0316	-10.0087	-10.4002	-10.3588	-10.1959	-10.855	-10.3496	-10.8153	-10.3748	-9.89542	-9.98406	-10.706
Gene_464	-8.54771	-8.2288	-8.86423	-8.43444	-8.70063	-8.48268	-8.60226	-8.44364	-8.69238	-8.84813	-8.2752	-7.8372	-8.22585	-8.28121	-8.3368	-8.49353	-8.57105	-8.35137	-8.64499	-8.9505
Gene_465	-4.99144	-4.72628	-4.97763	-5.21886	-5.10511	-5.18739	-5.41896	-4.66358	-4.87129	-5.28846	-5.29905	-4.62609	-4.7952	-4.80052	-5.13454	-4.9888	-5.0484	-5.21893	-4.94152	-5.11943
Gene_466	-11.802	-11.8425	-11.9884	-11.9745	-12.1286	-11.8626	-11.6243	-11.6847	-11.6548	-11.6059	-11.6315	-11.6955	-11.9166	-12.0398	-11.524	-12.1792	-11.8658	-12.1465	-11.5692	-12.0414
Gene_467	-11.2169	-11.5886	-11.3887	-11.6868	-11.2488	-11.4144	-11.5122	-11.768	-11.4654	-11.2928	-11.4256	-11.1905	-11.5268	-11.2993	-11.3324	-11.8158	-11.1942	-11.5661	-11.5196	-11.617
Gene_468	-15.2437	-15.2373	-15.2439	-15.2465	-15.2545	-15.2528	-15.2534	-15.2515	-15.2475	-15.2494	-15.2449	-15.2499	-15.2422	-15.243	-15.2477	-15.2391	-15.2501	-15.2516	-15.2498	-15.2522
Gene_469	-14.4679	-14.345	-14.7036	-14.6226	-14.5605	-14.7047	-14.6941	-14.651	-14.548	-14.5986	-14.6046	-14.5103	-14.4477	-14.5642	-14.5852	-14.6198	-14.6522	-14.6162	-14.5732	-14.6621
Gene_470	-9.35825	-8.9949	-9.39944	-8.97045	-9.1803	-9.41532	-8.73528	-9.62105	-9.17833	-8.96327	-9.33581	-9.04827	-9.14188	-9.44009	-9.38898	-9.03404	-9.52197	-9.6386	-9.34799	-9.29274
Gene_471	-9.01263	-8.72628	-8.16085	-8.99403	-8.41932	-9.06472	-8.86188	-8.95261	-8.49192	-9.10186	-9.13653	-9.04228	-8.95879	-8.96875	-9.06623	-8.72742	-8.87785	-8.97068	-9.1451	-9.11544
Gene_472	-16.1722	-16.1049	-16.0595	-16.1679	-16.1896	-16.1567	-16.1223	-16.1406	-16.1719	-16.1582	-16.0894	-16.1184	-16.1186	-16.1373	-16.1464	-16.1639	-16.1347	-16.1258	-16.1707	-16.1546
Gene_473	-11.6631	-12.2753	-11.9806	-12.0715	-11.9503	-11.9917	-11.6341	-11.8115	-12.0485	-11.8836	-12.0713	-11.3947	-12.0655	-11.8951	-11.7995	-12.4465	-11.9264	-11.6323	-12.1742	-11.7902
Gene_474	-12.8625	-13.1332	-12.8777	-12.8986	-12.7654	-12.8947	-12.913	-12.5898	-12.8766	-12.7781	-13.093	-12.8182	-12.4552	-13.0543	-12.5679	-12.7137	-12.3746	-12.5882	-13.0026	-12.8079
Gene_475	-11.5006	-11.3007	-11.1703	-11.415	-11.3046	-11.6318	-11.7653	-11.2125	-11.6205	-11.7252	-11.3788	-11.3734	-11.2425	-11.0907	-11.5541	-11.491	-11.2203	-10.8213	-11.1104	-11.4085
Gene_476	-9.9862	-9.70044	-9.52436	-9.43762	-9.475	-9.78019	-9.45516	-9.86537	-9.37815	-9.64346	-9.7666	-9.36701	-9.55908	-9.7019	-9.95506	-9.5314	-9.5938	-9.95072	-9.96921	-9.55412
Gene_477	-12.3548	-12.013	-12.0825	-11.9781	-12.2011	-12.0541	-12.6893	-12.0489	-12.2044	-12.3494	-12.4227	-11.893	-12.2923	-12.3731	-12.2622	-12.2559	-12.1106	-12.5132	-12.6728	-12.3054
Gene_478	-15.7588	-15.6092	-15.4894	-15.8671	-15.6441	-15.9304	-15.7286	-15.6043	-15.7146	-15.8228	-15.8102	-15.8809	-15.4639	-15.8488	-15.8029	-15.8778	-15.7477	-15.5835	-15.7086	-15.6767
Gene_479	-12.536	-12.1462	-12.7647	-12.5651	-12.2872	-12.7061	-12.3054	-12.0061	-12.0717	-12.5631	-12.499	-12.1595	-12.273	-12.5754	-12.8651	-12.1033	-12.1786	-12.4082	-12.2879	-12.0806
Gene_480	-9.92526	-9.72445	-9.84883	-9.74291	-9.88348	-10.0191	-9.84599	-9.76841	-9.59968	-9.73453	-9.91954	-9.45006	-10.0575	-9.77307	-10.3109	-10.0806	-9.95929	-9.47721	-10.1526	-10.1088
Gene_481	-11.461	-11.9001	-11.3332	-12.026	-11.6795	-11.775	-11.8198	-11.5583	-11.7029	-11.6388	-12.2697	-11.6055	-12.07	-11.8874	-11.8674	-11.9	-11.5353	-11.9087	-11.3813	-11.6553
Gene_482	-12.6433	-12.5216	-12.7133	-12.7654	-12.6431	-12.6433	-12.8082	-12.5341	-12.5876	-12.6692	-12.7283	-12.7118	-12.6796	-12.7717	-12.7467	-12.6806	-12.665	-12.5413	-12.4827	-12.8686
Gene_483	-13.7753	-13.4933	-13.603	-13.5953	-13.3246	-13.6661	-13.6073	-13.8609	-13.2768	-13.4774	-13.5752	-13.8016	-14.0988	-13.3677	-13.54	-13.5402	-13.5445	-13.5038	-13.9604	-13.6984
Gene_484	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562	-14.6562
Gene_485	-10.2747	-10.7365	-10.0685	-10.443	-9.97942	-10.4789	-10.2988	-10.4121	-9.81609	-10.3388	-10.0212	-10.5028	-10.5552	-10.3232	-10.4717	-10.4202	-10.1415	-10.3369	-10.6349	-10.1815
Gene_486	-13.3763	-13.0799	-13.2828	-13.2815	-13.1908	-13.5138	-13.2291	-13.3166	-13.2287	-13.1845	-13.6219	-13.1482	-12.9651	-13.1362	-13.0712	-13.4695	-13.2434	-13.1372	-13.2323	-13.1758
Gene_487	-12.7029	-12.4326	-12.7182	-12.7233	-12.5965	-13.0238	-12.7237	-12.587	-12.7343	-12.8294	-13.0038	-12.5055	-12.8046	-12.7667	-12.7021	-12.4933	-12.5038	-12.4608	-12.6795	-12.752
Gene_488	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879	-15.0879
Gene_489	-8.18373	-7.68688	-8.36375	-8.30645	-8.20892	-8.59987	-8.56765	-8.55949	-8.45132	-7.70449	-8.12045	-8.44793	-8.12908	-8.11688	-8.70177	-8.0179	-8.75494	-8.54795	-8.33028	-8.53504
Gene_490	-12.5234	-12.4117	-12.5571	-12.4251	-12.2624	-12.8035	-12.7044	-12.8832	-12.581	-12.7895	-12.7608	-12.4388	-12.5665	-12.6839	-12.3647	-12.7603	-12.4188	-12.7203	-12.6376	-13.0178
Gene_491	-14.2529	-14.031	-14.115	-14.1472	-14.0952	-14.0001	-14.3585	-13.8879	-13.9464	-13.9987	-14.1778	-14.2152	-14.1451	-14.1805	-14.0903	-14.0671	-14.3146	-14.1435	-13.8026	-14.0401
Gene_492	-9.85268	-9.36179	-9.67883	-10.0591	-9.93301	-9.45834	-9.61753	-9.40232	-9.34774	-9.65966	-9.95523	-9.49525	-9.41113	-9.38676	-9.47026	-9.923	-9.64845	-9.51154	-10.0049	-9.98036
Gene_493	-14.7682	-14.4221	-15.0879	-14.7117	-14.8806	-14.9584	-14.5737	-14.7834	-14.8426	-14.7555	-14.3261	-14.8325	-14.9182	-14.3372	-14.8521	-14.7485	-14.7069	-14.9901	-14.9124	-15.1796
Gene_494	-5.94216	-5.56764	-6.08902	-5.69489	-5.96394	-5.87159	-6.51265	-5.80101	-6.0176	-6.09547	-5.86053	-5.85994	-6.11106	-5.96424	-6.30462	-6.20737	-6.00791	-6.06321	-6.10732	-5.97977
Gene_495	-7.4435	-7.62031	-7.69988	-7.49002	-8.00686	-7.65815	-7.91348	-7.47927	-7.65211	-7.57652	-7.9497	-7.6896	-7.95002	-7.51649	-7.65233	-7.82685	-7.5866	-7.906	-7.86859	-7.86197
Gene_496	-12.0085	-11.938	-12.2211	-12.0871	-11.7073	-11.8204	-12.127	-12.0428	-11.9516	-12.0155	-11.6636	-11.8687	-11.7408	-12.0518	-11.9523	-12.0459	-11.8843	-12.1285	-11.9608	-12.2808
Gene_497	-13.5545	-13.79	-14.0594	-13.9313	-13.6887	-13.789	-13.5826	-14.0734	-13.9502	-13.9108	-13.3778	-14.034	-13.6729	-13.6568	-13.5448	-14.0353	-13.414	-13.3205	-13.979	-13.6495
