GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6
Gene_746	-10.9299	-10.8235	-11.0517	-10.9154	-11.0128	-10.4327
Gene_747	-14.2371	-14.2434	-14.7653	-14.9364	-14.4276	-13.7277
Gene_748	-7.08455	-7.7226	-7.43426	-7.48603	-7.90009	-7.52282
Gene_749	-16.9425	-16.723	-18.6938	-18.02	-18.7633	-18.4204
Gene_750	-13.9361	-13.983	-14.1716	-13.5304	-13.4765	-14.095
Gene_751	-10.8022	-10.2914	-10.7586	-10.4463	-10.8499	-10.6268
Gene_752	-8.73175	-8.79415	-8.58699	-8.70331	-9.01717	-8.19879
Gene_753	-8.97293	-9.53559	-9.44802	-9.28881	-9.06325	-9.29384
Gene_754	-14.5537	-14.5537	-14.5537	-14.5537	-14.5537	-14.5537
Gene_755	-14.0599	-14.0064	-14.3968	-14.1083	-14.1245	-14.4583
Gene_756	-12.9972	-12.6553	-13.0522	-13.102	-12.7204	-12.8057
Gene_757	-14.0874	-14.0958	-13.9558	-14.0911	-14.0732	-14.0474
Gene_758	-14.8819	-15.01	-15.0207	-14.9207	-15.0078	-15.0093
Gene_759	-6.46379	-6.28694	-6.44542	-6.0275	-6.32517	-5.73455
Gene_760	-7.72647	-7.70795	-8.00717	-7.44569	-7.75841	-7.49691
Gene_761	-18.6523	-15.5887	-15.1785	-17.843	-16.1214	-18.2444
Gene_762	-11.4389	-11.2305	-11.1577	-11.1129	-10.8163	-10.7735
Gene_763	-11.4919	-11.3561	-12.0097	-11.2294	-11.7173	-11.715
Gene_764	-13.5467	-13.5467	-13.5467	-13.5467	-13.5467	-13.5467
Gene_765	-15.0548	-15.6875	-16.0562	-15.6261	-15.3453	-15.2872
Gene_766	-6.69729	-6.81914	-6.4472	-6.22421	-7.00688	-6.94359
Gene_767	-9.35405	-9.81939	-9.63012	-9.31765	-9.24802	-9.55698
Gene_768	-10.253	-9.84368	-9.75613	-9.60344	-9.42734	-9.53238
Gene_769	-12.3149	-12.2565	-12.2004	-12.296	-12.365	-12.2463
Gene_770	-15.0379	-15.0379	-15.0379	-15.0379	-15.0379	-15.0379
Gene_771	-9.49675	-9.18992	-9.50728	-9.3006	-9.78675	-9.54403
Gene_772	-16.2039	-16.2039	-16.2039	-16.2039	-16.2039	-16.2039
Gene_773	-16.8324	-15.9954	-16.6925	-15.3653	-18.6149	-18.2713
Gene_774	-12.2376	-12.1444	-12.2971	-12.1307	-12.3244	-11.986
Gene_775	-13.8656	-13.8656	-13.8656	-13.8656	-13.8656	-13.8656
Gene_776	-13.1186	-13.077	-12.4037	-13.2956	-13.061	-12.7138
Gene_777	-13.532	-13.532	-13.532	-13.532	-13.532	-13.532
Gene_778	-16.9496	-16.9496	-16.9496	-16.9496	-16.9496	-16.9496
Gene_779	-16.848	-18.5011	-16.7082	-17.9023	-15.7825	-18.3033
Gene_780	-13.5467	-13.5467	-13.5467	-13.5467	-13.5467	-13.5467
Gene_781	-14.3532	-14.3529	-14.353	-14.353	-14.3529	-14.3532
Gene_782	-11.9309	-12.082	-12.118	-12.1547	-12.0177	-12.1629
Gene_783	-13.4	-13.1666	-13.2903	-13.4728	-13.3825	-13.2873
Gene_784	-13.9499	-13.9572	-13.3335	-13.2845	-14.3078	-14.4029
Gene_785	-14.6379	-14.6379	-14.638	-14.6379	-14.6379	-14.6379
Gene_786	-11.6141	-11.6365	-11.9644	-11.5004	-11.7037	-11.6518
Gene_787	-9.02643	-8.93489	-9.39561	-9.24275	-9.46383	-8.91041
Gene_788	-7.43738	-7.41487	-7.76026	-7.26681	-7.73467	-7.79726
Gene_789	-14.4574	-14.4575	-14.4575	-14.4575	-14.4575	-14.4575
Gene_790	-8.1414	-8.66126	-8.0552	-8.71554	-8.68495	-8.46364
Gene_791	-13.487	-13.2628	-13.2538	-12.8566	-13.3717	-13.4637
Gene_792	-10.4834	-10.6884	-11.0682	-10.6559	-10.7389	-10.9994
Gene_793	-12.2392	-12.5019	-12.3862	-12.7656	-12.1472	-12.6173
Gene_794	-8.54296	-8.40488	-8.9586	-8.8744	-9.08374	-9.09913
Gene_795	-14.5012	-14.515	-14.4819	-14.5298	-14.5264	-14.5493
Gene_796	-10.7491	-10.9392	-10.654	-10.6853	-11.0167	-10.4729
Gene_797	-13.1151	-13.173	-13.3598	-13.0977	-12.8752	-12.9086
Gene_799	-16.1039	-16.1039	-16.1039	-16.1039	-16.1039	-16.1039
Gene_800	-13.7217	-13.266	-13.5926	-13.9272	-13.7341	-13.9476
Gene_801	-16.1995	-18.4572	-18.5333	-17.858	-15.7526	-15.3911
Gene_802	-14.8861	-14.8861	-14.8861	-14.8861	-14.8861	-14.8861
Gene_803	-8.98033	-9.07298	-8.88543	-8.97818	-8.83025	-8.81765
Gene_804	-11.2936	-11.3068	-11.4571	-11.7281	-11.6292	-11.5134
Gene_805	-13.9266	-14.0014	-14.0032	-13.9939	-13.9974	-14.003
Gene_806	-4.70766	-4.52369	-4.64603	-4.39287	-4.58163	-4.04497
Gene_807	-12.6069	-12.3592	-12.1773	-12.4226	-12.578	-12.4348
Gene_808	-11.3696	-11.2873	-11.1909	-11.2127	-11.2106	-11.2254
Gene_809	-14.4566	-14.4514	-14.4327	-14.4607	-14.3241	-14.4387
Gene_810	-10.6404	-10.4022	-10.1574	-9.90919	-10.1995	-10.2612
Gene_811	-15.7147	-15.7147	-15.7147	-15.7147	-15.7147	-15.7147
Gene_812	-11.2336	-10.9763	-10.8878	-11.1486	-10.9357	-11.0277
Gene_813	-13.1415	-13.4562	-13.3882	-13.206	-13.426	-13.4197
Gene_814	-13.7416	-13.7417	-13.7416	-13.7416	-13.7416	-13.7416
Gene_815	-12.0656	-12.2504	-12.2971	-12.0898	-12.2698	-12.1681
Gene_816	-8.22869	-8.38796	-8.42308	-7.697	-8.61161	-8.4602
Gene_817	-16.44	-16.44	-16.44	-16.44	-16.44	-16.44
Gene_818	-12.8569	-12.7054	-12.8138	-12.6522	-12.5269	-12.5405
Gene_819	-12.5147	-12.6707	-12.227	-12.441	-12.4103	-12.5717
Gene_820	-9.94675	-9.89031	-9.80077	-9.73456	-9.90757	-9.32924
Gene_821	-15.8528	-15.8528	-15.8528	-15.8528	-15.8528	-15.8528
Gene_822	-11.7175	-11.5445	-11.8683	-11.15	-11.4821	-11.0013
Gene_823	-11.4964	-11.5029	-11.2295	-11.0291	-11.5326	-11.3957
Gene_824	-12.3603	-12.6516	-12.4709	-12.702	-12.9701	-12.5055
Gene_825	-10.9943	-10.7148	-10.9024	-11.0117	-10.9531	-11.1605
Gene_826	-13.6647	-14.2278	-13.6206	-14.128	-14.1398	-13.7849
Gene_827	-5.8043	-5.62782	-5.38858	-5.16251	-5.65055	-5.11367
Gene_828	-12.0211	-12.2735	-12.1466	-12.2242	-12.0682	-12.2682
Gene_829	-11.3455	-11.9147	-11.4838	-11.7506	-11.6713	-12.2528
Gene_830	-11.5713	-11.7373	-11.6001	-11.8165	-11.8839	-11.739
Gene_831	-11.3747	-11.4214	-11.3585	-11.3606	-11.4777	-11.3229
Gene_832	-11.0152	-10.9164	-10.9949	-10.7451	-10.8585	-10.8048
Gene_833	-9.16518	-9.39695	-9.14982	-9.40793	-9.40989	-9.60053
Gene_834	-13.9267	-13.9274	-13.9181	-13.9199	-13.9916	-13.7955
Gene_835	-6.51255	-6.49007	-7.0405	-6.91882	-6.9795	-6.90356
Gene_836	-18.8271	-16.723	-18.6936	-18.0198	-18.7631	-16.5158
Gene_837	-11.0837	-11.1288	-10.8216	-10.9995	-10.8437	-10.983
Gene_838	-12.7821	-12.6994	-12.4438	-12.417	-12.519	-12.3601
Gene_839	-14.2288	-14.2288	-14.2288	-14.2288	-14.2288	-14.2288
Gene_840	-16.7768	-15.0757	-15.1558	-15.9297	-14.9019	-18.1764
Gene_841	-13.7441	-13.7687	-13.7985	-13.8946	-13.8841	-13.6142
Gene_842	-12.6928	-12.6045	-12.6672	-12.7123	-12.1465	-12.6476
Gene_843	-14.8861	-14.8861	-14.8861	-14.8861	-14.8861	-14.8861
Gene_844	-14.2024	-14.943	-14.796	-15.145	-15.1465	-14.3343
Gene_846	-12.3917	-12.7593	-12.5867	-12.4468	-12.2149	-12.3159
Gene_847	-12.6761	-12.6513	-12.6899	-12.6799	-12.6857	-12.6317
Gene_848	-11.9809	-11.7485	-11.6571	-11.5177	-11.4005	-11.8635
Gene_849	-14.0093	-14.3527	-14.4255	-14.1198	-14.3801	-14.3113
Gene_850	-10.9501	-10.7723	-10.5985	-10.9102	-11.008	-10.7456
Gene_851	-15.4219	-15.055	-14.6242	-14.569	-15.5152	-15.0571
Gene_852	-9.28035	-9.84769	-9.57566	-9.93788	-9.88235	-9.56787
Gene_853	-11.3388	-11.0558	-11.5725	-11.1508	-11.4354	-11.8543
Gene_854	-9.84025	-9.81108	-9.82611	-9.98082	-9.97606	-9.52548
Gene_855	-11.1581	-11.7911	-11.58	-11.3266	-11.4405	-11.2551
Gene_856	-9.10943	-9.56233	-8.64264	-9.33487	-9.4366	-8.91151
Gene_857	-11.8771	-12.2484	-12.6535	-12.7898	-11.9175	-12.0986
Gene_858	-12.7391	-13.2865	-12.8511	-12.5904	-13.0066	-12.9388
Gene_859	-14.4184	-14.4339	-14.4125	-14.4492	-14.4983	-14.4257
Gene_860	-10.8982	-11.0487	-11.4097	-10.8372	-11.2961	-11.1057
Gene_861	-15.4001	-14.9989	-15.1082	-14.9439	-14.7915	-15.2526
Gene_862	-13.3764	-13.2939	-13.383	-13.1908	-13.2677	-13.1379
Gene_863	-12.5967	-12.8882	-12.3696	-13.0754	-12.8481	-13.1117
Gene_864	-10.5437	-10.1849	-10.4527	-10.0145	-10.0425	-10.5362
Gene_865	-13.4136	-13.5571	-13.3581	-13.2698	-12.9361	-13.4847
Gene_866	-8.55611	-8.80601	-8.34252	-8.59848	-8.50576	-8.46807
Gene_867	-13.3222	-13.2331	-13.0967	-12.9852	-13.5244	-13.3545
Gene_868	-11.5226	-11.7025	-11.8293	-11.523	-11.5963	-11.8078
Gene_869	-14.71	-14.2814	-14.6964	-14.1843	-14.6085	-14.0402
Gene_870	-13.0832	-13.0241	-13.1816	-12.836	-12.943	-12.8829
Gene_871	-7.14828	-7.55122	-7.37202	-7.63133	-7.46698	-7.44621
Gene_872	-15.1958	-15.1041	-15.1103	-15.1299	-15.1458	-15.1505
Gene_873	-9.29167	-9.38156	-9.25684	-9.25547	-9.46677	-9.2244
Gene_874	-14.1902	-14.3964	-14.0432	-14.1498	-13.8263	-14.0081
Gene_875	-8.77449	-9.12393	-8.94821	-8.59098	-9.25751	-8.8775
Gene_876	-10.765	-11.1565	-10.7273	-10.8218	-10.8306	-11.1488
Gene_877	-10.2674	-10.3733	-10.1861	-10.0338	-10.4217	-9.9943
Gene_878	-11.546	-11.9181	-11.7593	-12.0528	-11.5189	-11.7238
Gene_879	-18.6643	-15.9855	-18.5305	-15.9752	-16.1385	-15.7776
Gene_880	-9.82307	-9.82907	-10.2233	-9.86955	-9.65079	-10.1049
Gene_881	-14.2084	-13.9197	-14.742	-14.3134	-14.5281	-14.5203
Gene_882	-15.7147	-15.7147	-15.7147	-15.7147	-15.7147	-15.7147
Gene_883	-13.3891	-13.334	-13.4796	-13.1653	-13.0961	-13.097
Gene_884	-14.5414	-13.8953	-15.1674	-14.641	-14.7208	-14.8805
Gene_885	-9.76162	-9.88623	-9.73028	-10.1693	-10.3247	-9.78933
Gene_886	-10.0965	-10.7009	-10.745	-10.3091	-10.4078	-10.4079
Gene_887	-11.748	-11.8431	-12.0582	-11.8935	-11.8334	-12.109
Gene_888	-8.7327	-8.91817	-8.40757	-8.80436	-8.44036	-8.76366
Gene_889	-9.72305	-10.0087	-9.73284	-9.6432	-9.78524	-9.58013
Gene_890	-14.2001	-14.2001	-14.2001	-14.2001	-14.2001	-14.2001
Gene_891	-10.557	-10.7462	-10.4429	-10.6826	-11.186	-11.0516
Gene_892	-11.6923	-12.1364	-11.9821	-12.0141	-12.0498	-12.2283
Gene_893	-11.9368	-11.7522	-12.0952	-11.7571	-11.8745	-11.6228
Gene_894	-14.8939	-15.0293	-15.1654	-14.4248	-15.2019	-15.2478
Gene_895	-11.5691	-11.6242	-11.7531	-11.6542	-11.6006	-11.6511
Gene_896	-14.6602	-14.6601	-14.6601	-14.6602	-14.6602	-14.6601
Gene_897	-18.7102	-18.5006	-18.5766	-16.001	-15.7825	-16.4213
Gene_898	-13.2798	-13.1989	-13.2977	-13.255	-13.2595	-13.2223
Gene_899	-12.8614	-13.3158	-13.1921	-13.078	-12.9496	-12.8947
Gene_900	-13.7239	-13.7239	-13.7239	-13.7239	-13.7239	-13.7239
Gene_901	-8.0253	-7.9548	-8.00484	-7.81309	-7.81388	-7.91986
Gene_902	-7.83407	-8.00474	-7.72934	-7.86007	-7.54375	-7.64426
Gene_903	-8.98832	-8.85677	-8.92987	-8.80264	-9.1497	-8.97337
Gene_904	-10.4239	-10.9112	-10.6568	-10.6868	-10.366	-10.5937
Gene_905	-11.8125	-11.6752	-11.6614	-11.6933	-11.6936	-11.721
Gene_906	-15.1291	-16.5698	-15.1653	-15.3239	-18.5535	-18.2094
Gene_907	-5.67058	-6.04392	-6.06049	-5.96636	-5.98331	-5.96779
Gene_908	-12.9023	-12.9553	-12.7769	-12.9051	-12.778	-12.8344
Gene_909	-9.86314	-9.81188	-10.0183	-9.80884	-9.75364	-9.64935
Gene_910	-7.78373	-8.34734	-7.77053	-7.64068	-7.72378	-7.91852
Gene_911	-12.6113	-12.0887	-13.0729	-12.8209	-12.7523	-12.5445
Gene_912	-13.5434	-13.4754	-13.5712	-13.118	-13.5683	-13.2789
Gene_913	-11.028	-11.0859	-10.567	-10.6509	-10.9113	-10.9049
Gene_914	-18.9398	-18.7307	-18.8065	-18.1334	-16.9728	-18.5334
Gene_915	-14.8313	-14.8313	-14.8313	-14.8313	-14.8313	-14.8313
Gene_916	-13.2088	-12.9213	-12.6851	-13.318	-13.111	-13.6076
Gene_917	-8.44854	-8.80644	-8.45393	-8.30935	-8.72117	-8.71619
Gene_918	-10.0816	-9.90287	-9.94593	-9.75347	-10.2168	-9.46211
Gene_919	-13.6156	-13.7673	-13.2497	-13.7023	-13.5285	-13.4898
Gene_920	-10.8465	-10.8756	-11.1071	-10.9701	-11.4847	-10.917
Gene_921	-14.73	-14.73	-14.7299	-14.73	-14.73	-14.73
Gene_922	-10.2614	-9.96748	-9.88957	-9.53133	-10.2744	-9.25766
Gene_923	-18.8272	-16.723	-16.8026	-18.02	-18.7632	-18.4204
Gene_924	-12.5833	-12.3646	-12.5487	-12.1678	-12.1334	-12.5184
Gene_925	-8.91405	-9.33657	-9.0163	-9.00971	-8.68818	-9.14902
Gene_926	-12.0136	-11.9377	-11.8726	-11.7367	-11.5428	-11.9144
Gene_927	-11.9123	-11.9388	-12.4708	-12.0148	-12.0528	-11.7459
Gene_928	-6.92924	-7.0899	-7.26468	-6.55289	-7.06671	-7.16923
Gene_929	-14.73	-14.73	-14.73	-14.73	-14.73	-14.73
Gene_930	-15.3602	-15.1959	-15.3913	-14.9908	-14.8243	-15.1216
Gene_931	-16.2039	-16.2039	-16.2039	-16.2039	-16.2039	-16.2039
Gene_932	-15.2986	-15.2986	-15.2986	-15.2986	-15.2986	-15.2986
Gene_933	-15.0974	-15.0282	-15.0734	-15.0621	-15.1051	-15.0414
Gene_934	-8.17551	-7.90632	-8.82695	-8.24505	-8.13672	-8.78485
Gene_935	-16.9425	-16.723	-18.6938	-18.02	-18.7633	-18.4204
Gene_936	-12.2612	-12.4307	-12.4301	-12.5599	-12.4914	-12.3169
Gene_937	-15.5933	-15.5933	-15.5933	-15.5933	-15.5933	-15.5933
Gene_938	-10.9756	-11.0721	-11.1191	-11.1527	-11.2447	-11.0978
Gene_939	-18.6233	-18.4132	-15.1705	-15.3292	-16.1122	-15.3719
Gene_940	-10.2904	-10.3786	-10.5977	-10.6109	-10.42	-9.82018
Gene_941	-13.4561	-13.633	-13.6262	-12.9529	-13.5621	-13.7512
Gene_942	-16.8324	-15.9954	-18.5452	-15.9854	-18.6149	-15.7874
Gene_943	-18.6379	-15.9671	-16.6632	-17.828	-15.4665	-15.3795
Gene_944	-15.7147	-15.7147	-15.7147	-15.7147	-15.7147	-15.7147
Gene_945	-6.78744	-6.7445	-6.62476	-6.75638	-6.81487	-6.93657
Gene_946	-11.0649	-11.3594	-11.4254	-11.1748	-11.4764	-11.7893
Gene_947	-12.1161	-12.5072	-12.3759	-12.1796	-12.4452	-12.6315
Gene_948	-11.2333	-11.2295	-11.49	-11.2485	-11.3417	-11.1851
Gene_949	-9.48934	-9.62413	-9.43033	-9.45673	-9.60346	-9.1567
Gene_950	-12.9811	-12.3705	-12.6534	-12.3429	-13.0115	-13.0606
Gene_951	-10.7426	-10.6546	-10.756	-10.5488	-10.3833	-10.6601
Gene_952	-13.1512	-12.8835	-12.8188	-12.6191	-13.1364	-12.7099
Gene_953	-8.89569	-8.72029	-8.95337	-8.965	-8.72606	-8.68117
Gene_954	-15.0379	-15.0379	-15.0379	-15.0379	-15.0379	-15.0379
Gene_955	-12.0656	-12.278	-12.3141	-12.1538	-12.369	-12.3081
Gene_956	-10.07	-10.2716	-9.73662	-9.85429	-10.0058	-9.67185
Gene_957	-14.6189	-15.6462	-15.8708	-15.3448	-15.4135	-15.3618
Gene_958	-10.0985	-10.1384	-10.0762	-10.2242	-10.2902	-9.87029
Gene_959	-13.6853	-12.9998	-13.2558	-13.005	-13.8804	-13.1493
Gene_960	-11.9549	-11.9322	-11.7792	-11.8182	-11.8751	-11.4911
Gene_961	-18.7217	-16.0105	-18.5881	-14.9991	-18.6576	-18.3145
Gene_962	-12.5128	-13.0073	-12.6521	-12.7817	-12.5537	-13.0391
Gene_963	-14.0308	-14.0308	-14.0308	-14.0308	-14.0308	-14.0308
Gene_964	-11.7279	-11.5748	-11.6129	-11.6692	-11.5708	-11.6636
Gene_965	-16.8225	-15.6061	-16.0656	-15.9755	-18.6023	-18.2586
Gene_966	-8.49831	-8.66295	-8.75815	-8.53055	-8.53947	-8.79403
Gene_967	-18.8268	-18.6175	-18.6934	-16.0954	-18.7628	-16.5158
Gene_968	-9.16322	-9.7411	-9.70669	-9.90673	-10.2598	-9.73446
Gene_969	-14.4214	-14.4214	-14.4214	-14.4214	-14.4214	-14.4214
Gene_970	-17.1996	-17.1996	-17.1996	-17.1996	-17.1996	-17.1996
Gene_971	-14.5732	-14.31	-14.4184	-14.4381	-14.3857	-14.2788
Gene_972	-14.4761	-14.4758	-14.4761	-14.4759	-14.4759	-14.4759
Gene_973	-7.01126	-7.32206	-6.552	-6.87562	-7.291	-6.97805
Gene_974	-10.7194	-10.5942	-10.5328	-10.7408	-10.481	-10.7243
Gene_975	-11.4221	-11.2962	-11.0237	-11.4653	-11.1646	-11.1897
Gene_976	-11.1243	-11.2322	-10.9827	-11.0571	-11.5145	-10.6957
Gene_977	-18.8268	-18.6175	-18.6934	-16.0954	-18.7628	-16.5158
Gene_978	-10.0833	-9.78009	-10.0825	-9.97289	-10.2549	-9.96443
Gene_979	-14.6831	-14.5358	-14.3855	-14.5328	-14.4918	-14.4538
Gene_980	-12.7436	-12.6692	-13.0913	-13.0199	-13.3576	-12.8478
Gene_981	-16.2039	-16.2039	-16.2039	-16.2039	-16.2039	-16.2039
Gene_982	-15.5006	-15.3805	-15.5145	-15.3877	-15.3998	-15.3896
Gene_983	-14.476	-14.5079	-14.7267	-14.6686	-14.9004	-14.7823
Gene_984	-15.3126	-15.2176	-15.2348	-15.1097	-15.2973	-15.0331
Gene_985	-9.99388	-9.96301	-10.4895	-9.68693	-9.61847	-9.82015
Gene_986	-13.7496	-14.1266	-14.0163	-13.8613	-14.332	-14.1975
Gene_987	-14.2736	-14.2736	-14.2736	-14.2736	-14.2736	-14.2736
Gene_988	-16.315	-16.315	-16.315	-16.315	-16.315	-16.315
Gene_989	-13.2644	-13.4427	-13.6012	-12.9224	-13.3811	-13.2785
Gene_990	-18.8273	-16.723	-18.6938	-18.02	-16.8754	-18.4204
Gene_991	-15.0728	-15.0567	-15.0772	-15.0817	-15.0713	-15.0719
Gene_992	-13.5722	-13.6013	-13.2782	-13.4588	-13.575	-13.6686
Gene_993	-14.1721	-14.1721	-14.1721	-14.1721	-14.1721	-14.1721
Gene_994	-8.84091	-9.14377	-8.98293	-8.69232	-9.09497	-8.93782
Gene_995	-14.4039	-14.4039	-14.4039	-14.4039	-14.4039	-14.4039
Gene_996	-13.9629	-13.9665	-14.0668	-13.9844	-14.1653	-14.1133
Gene_997	-13.4304	-13.4771	-13.3982	-13.4121	-13.4537	-13.479
Gene_998	-10.9928	-11.4804	-11.9741	-11.4352	-11.4472	-11.4895
Gene_999	-15.6758	-15.646	-15.6156	-15.6572	-15.6891	-15.6187
Gene_1000	-7.28458	-7.28893	-7.2923	-7.39197	-6.95171	-7.71216
Gene_1001	-11.0736	-10.6648	-11.0012	-11.1631	-11.1286	-10.6562
Gene_1002	-10.8166	-10.9257	-10.7018	-10.9464	-10.9044	-10.8722
Gene_1003	-10.693	-10.6605	-11.0644	-10.4458	-11.0821	-10.8969
Gene_1004	-12.7079	-12.7078	-12.7079	-12.708	-12.7079	-12.7079
Gene_1005	-9.19401	-9.19037	-9.83342	-9.65901	-9.43712	-9.65633
Gene_1006	-14.7061	-14.7061	-14.7061	-14.7061	-14.7061	-14.7061
Gene_1007	-15.4352	-15.4352	-15.4351	-15.4351	-15.4351	-15.4352
Gene_1008	-16.013	-16.013	-16.013	-16.013	-16.013	-16.013
Gene_1009	-11.6306	-11.4075	-11.5685	-11.385	-11.2999	-11.5328
Gene_1010	-12.7798	-12.5372	-13.0626	-12.9191	-12.9575	-12.9602
Gene_1011	-9.02867	-8.65046	-8.99924	-9.36301	-9.23682	-8.67513
Gene_1012	-13.2824	-13.2823	-13.2823	-13.2824	-13.2824	-13.2822
Gene_1013	-12.6707	-12.6875	-12.4504	-12.605	-12.8373	-12.1867
Gene_1014	-11.235	-11.1922	-11.0759	-11.1096	-11.1698	-11.4707
Gene_1015	-15.0077	-15.3004	-15.3287	-15.0151	-14.8406	-14.8181
Gene_1016	-16.1039	-16.1039	-16.1039	-16.1039	-16.1039	-16.1039
Gene_1017	-11.7302	-11.0935	-11.5726	-11.6824	-11.8879	-11.498
Gene_1018	-11.9365	-11.3216	-11.8473	-11.8451	-11.9467	-11.5932
Gene_1019	-4.8841	-5.51808	-5.45361	-5.40139	-5.61747	-5.28394
Gene_1020	-16.315	-16.315	-16.315	-16.315	-16.315	-16.315
Gene_1021	-9.52727	-9.94712	-9.73575	-9.9236	-10.2226	-9.71141
Gene_1022	-15.5378	-15.5378	-15.5378	-15.5378	-15.5378	-15.5378
Gene_1023	-14.2834	-14.1309	-13.9323	-14.2829	-14.2248	-14.2877
Gene_1024	-10.2906	-10.0542	-9.84011	-9.81597	-10.0659	-9.98041
Gene_1025	-14.7651	-14.7006	-15.0341	-14.307	-15.4084	-15.1017
Gene_1026	-6.30176	-6.84049	-6.18442	-6.81938	-6.62203	-6.37778
Gene_1027	-10.4687	-10.3391	-10.7836	-9.80069	-10.4371	-10.5696
Gene_1028	-6.21005	-6.05565	-6.09109	-6.04208	-6.28338	-6.30119
Gene_1029	-12.7512	-12.84	-13.0161	-13.0954	-12.8963	-13.0044
Gene_1030	-12.4131	-11.9306	-12.3724	-12.0852	-12.4981	-12.0153
Gene_1031	-6.48068	-6.55772	-6.50593	-6.43184	-6.86593	-6.57995
Gene_1032	-14.2272	-13.5835	-13.8612	-13.1261	-13.3347	-12.901
Gene_1033	-13.848	-13.794	-13.7717	-13.8248	-13.839	-13.8178
Gene_1034	-12.2502	-12.4878	-11.9105	-12.1288	-12.4375	-12.3592
Gene_1035	-12.4246	-12.4698	-12.5089	-12.7206	-12.612	-12.5811
Gene_1036	-11.7572	-12.3758	-12.1482	-12.3132	-12.2248	-11.5784
Gene_1037	-12.8126	-12.7624	-13.1639	-12.5192	-12.4539	-12.4155
Gene_1038	-11.7173	-11.7746	-11.8962	-11.5459	-11.8961	-11.9117
Gene_1039	-12.5891	-12.5398	-13.001	-12.562	-12.7687	-12.8907
Gene_1040	-13.6	-13.6004	-13.5994	-13.5994	-13.5995	-13.5995
Gene_1041	-10.643	-10.5477	-10.648	-10.4679	-10.2798	-10.5158
Gene_1042	-12.2486	-12.6494	-12.5319	-11.7438	-12.5355	-13.1123
Gene_1043	-7.23236	-7.5442	-6.7988	-7.04072	-7.2652	-7.31114
Gene_1044	-12.5035	-12.1467	-12.5301	-12.7573	-12.931	-12.6203
Gene_1045	-13.7939	-14.215	-14.1441	-13.9603	-13.8082	-13.8298
Gene_1046	-11.1202	-10.8805	-10.9641	-11.0629	-11.0223	-10.8546
Gene_1047	-12.3556	-12.5588	-12.502	-12.025	-12.6961	-12.3127
Gene_1048	-6.60693	-6.67397	-6.89533	-6.74437	-6.5683	-6.57152
Gene_1049	-8.53003	-8.49178	-8.37468	-8.60513	-8.65107	-8.53521
Gene_1050	-12.2253	-11.8184	-12.1615	-11.8263	-12.0891	-12.3581
Gene_1051	-5.42525	-5.62529	-5.68444	-5.81133	-5.43374	-5.30637
Gene_1052	-16.3156	-16.3164	-16.3153	-16.3143	-16.3143	-16.3124
Gene_1053	-11.3284	-11.5644	-11.4487	-11.5787	-11.68	-11.6153
Gene_1054	-8.71877	-9.27511	-8.88845	-8.83855	-8.67642	-9.45301
Gene_1055	-10.9741	-11.1451	-11.141	-11.1156	-11.1792	-11.1962
Gene_1056	-15.3116	-16.5763	-18.4961	-17.8201	-15.2441	-16.3691
Gene_1057	-13.2633	-13.2741	-13.2558	-13.2586	-13.2552	-13.2507
Gene_1058	-10.747	-10.4057	-10.7566	-10.5743	-10.6337	-10.81
Gene_1059	-16.7496	-16.7496	-16.7496	-16.7496	-16.7496	-16.7496
Gene_1060	-8.85186	-8.91629	-9.19299	-9.16055	-8.47947	-9.14279
Gene_1061	-9.41356	-8.87828	-8.89269	-8.8617	-9.21783	-8.83517
Gene_1062	-12.9141	-12.7852	-12.8913	-12.8935	-12.9666	-12.8743
Gene_1063	-11.6055	-11.918	-11.521	-11.5979	-11.8015	-11.7331
Gene_1064	-15.3875	-15.3875	-15.3875	-15.3875	-15.3875	-15.3875
Gene_1065	-9.75229	-10.2868	-10.2359	-10.0834	-10.2457	-10.0926
Gene_1066	-12.1513	-12.0026	-12.1739	-11.8968	-12.1786	-12.5837
Gene_1067	-12.8723	-12.5629	-12.9666	-12.673	-12.8626	-12.5393
Gene_1068	-13.3963	-13.3962	-13.3962	-13.3962	-13.3963	-13.3962
Gene_1069	-15.6522	-15.6522	-15.6522	-15.6522	-15.6522	-15.6522
Gene_1070	-12.0948	-11.8557	-12.3435	-12.0937	-12.0398	-12.2271
Gene_1071	-9.43839	-8.85501	-9.26672	-9.09855	-9.13536	-9.29443
Gene_1072	-11.2493	-11.4376	-11.0964	-11.3272	-11.5099	-10.8946
Gene_1073	-14.4575	-14.4575	-14.4575	-14.4575	-14.4575	-14.4575
Gene_1074	-7.93542	-8.45806	-8.48894	-8.38309	-8.65355	-8.16318
Gene_1075	-11.0522	-11.4098	-11.8863	-10.9119	-11.3197	-11.49
Gene_1076	-12.8047	-12.8709	-12.6149	-12.7611	-12.6502	-12.5921
Gene_1077	-12.559	-12.3403	-12.1463	-12.2783	-12.1888	-12.4349
Gene_1078	-9.61402	-9.52227	-9.32301	-9.00301	-9.26375	-8.59713
Gene_1079	-14.4214	-14.4214	-14.4214	-14.4214	-14.4214	-14.4214
Gene_1080	-11.9766	-11.9714	-11.2894	-11.4331	-11.8245	-11.7414
Gene_1081	-13.4786	-13.5317	-13.8433	-13.3998	-14.0725	-13.7735
