GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6
Gene_772	-14.1172	-14.1123	-14.1547	-14.1545	-14.1041	-14.1347
Gene_773	-13.5238	-13.4336	-13.1134	-13.4331	-13.2501	-13.2792
Gene_774	-18.4846	-19.6168	-17.6107	-19.6295	-19.4308	-19.3568
Gene_775	-15.527	-15.3431	-15.5883	-14.962	-14.9647	-15.4401
Gene_776	-11.2655	-11.2444	-10.9187	-11.1583	-11.1344	-11.4695
Gene_777	-20.4612	-19.7294	-19.628	-17.828	-19.5436	-19.4697
Gene_778	-15.7369	-15.8226	-15.8336	-15.8254	-15.5909	-15.8037
Gene_779	-13.6981	-13.2819	-13.0712	-13.21	-13.3269	-12.7695
Gene_780	-4.5413	-4.72443	-4.51499	-4.70764	-4.22446	-4.6737
Gene_781	-10.9219	-10.2575	-10.125	-10.5628	-10.6302	-10.3661
Gene_782	-15.5826	-15.4075	-14.8445	-15.0266	-14.6881	-15.2395
Gene_783	-18.4381	-19.5653	-16.9428	-19.578	-19.3792	-19.3052
Gene_784	-14.635	-14.5729	-14.569	-14.425	-14.4778	-14.4979
Gene_785	-13.3873	-13.592	-12.9684	-13.4439	-13.1618	-13.2992
Gene_786	-10.1941	-10.2376	-9.7262	-10.1484	-9.72217	-10.065
Gene_787	-15.2855	-15.3015	-15.146	-15.243	-15.1928	-15.2282
Gene_788	-11.317	-10.8198	-10.9858	-10.7168	-11.0045	-11.2561
Gene_789	-10.2156	-10.3329	-10.2074	-10.2757	-10.2018	-10.3171
Gene_790	-15.0368	-14.2096	-13.7602	-14.1421	-13.9278	-13.8835
Gene_791	-11.553	-11.3143	-11.0072	-11.3273	-10.9451	-11.1206
Gene_792	-14.6346	-14.8169	-14.6963	-14.6423	-14.6416	-14.7803
Gene_793	-13.4061	-13.6281	-13.13	-13.6252	-13.0742	-13.4247
Gene_795	-13.2217	-13.7055	-13.1786	-13.5122	-13.279	-13.3539
Gene_796	-11.2137	-11.3774	-10.9056	-10.9262	-10.7649	-10.8475
Gene_797	-12.3848	-11.4429	-11.572	-11.8455	-11.2387	-11.6445
Gene_798	-14.4316	-14.3303	-14.0064	-14.2468	-14.1316	-14.2278
Gene_799	-10.8866	-9.94051	-10.3749	-10.3531	-10.0327	-10.612
Gene_800	-15.1204	-15.1204	-15.1204	-15.1204	-15.1204	-15.1204
Gene_801	-14.2881	-14.2027	-14.1236	-14.0938	-14.2047	-14.2627
Gene_802	-17.6232	-17.5789	-17.1489	-17.4424	-17.2663	-17.3934
Gene_803	-11.729	-11.2699	-11.2541	-11.5382	-11.4086	-11.3702
Gene_804	-14.5025	-15.1025	-14.6376	-14.9549	-14.6161	-14.6401
Gene_805	-12.897	-12.8311	-12.6754	-12.7195	-12.6565	-12.6207
Gene_806	-13.2243	-12.8503	-12.6163	-12.9524	-12.6359	-12.5297
Gene_807	-13.5672	-13.3218	-13.5958	-13.4446	-13.47	-13.6144
Gene_808	-12.6868	-12.6409	-12.5513	-12.5616	-12.6026	-12.566
Gene_809	-11.1227	-11.4199	-11.2111	-10.9753	-10.8779	-11.1264
Gene_810	-14.0253	-13.5725	-13.6307	-13.4786	-13.6577	-14.1324
Gene_811	-11.7898	-11.5524	-11.2196	-11.8285	-11.7861	-11.7673
Gene_812	-12.6494	-12.7605	-12.9257	-13.1273	-12.9977	-13.2151
Gene_813	-11.8892	-11.6833	-11.6039	-11.9613	-11.4059	-12.0644
Gene_814	-13.9732	-14.0646	-14.1711	-14.2085	-13.6832	-14.203
Gene_815	-10.2887	-10.0701	-10.1413	-10.5401	-10.0825	-10.5924
Gene_816	-11.9937	-11.1715	-10.9312	-11.4155	-11.1925	-11.8779
Gene_817	-15.8081	-16.1764	-15.7146	-16.0355	-16.1909	-16.1681
Gene_818	-14.1649	-14.224	-13.65	-14.5681	-14.149	-14.0893
Gene_819	-15.9566	-15.6969	-15.4966	-15.8107	-15.46	-15.6517
Gene_820	-18.4846	-19.6168	-19.5152	-19.6295	-17.5221	-19.3568
Gene_821	-14.4374	-14.2669	-14.0078	-13.8619	-13.5908	-14.3555
Gene_822	-9.48462	-9.06337	-9.2292	-9.66639	-9.40593	-9.51976
Gene_823	-11.5995	-11.6574	-11.0394	-11.2373	-11.3363	-11.4038
Gene_824	-13.7412	-13.7046	-13.6006	-13.0794	-13.2246	-13.6141
Gene_825	-12.4171	-12.2013	-11.6934	-12.5746	-11.8103	-12.1863
Gene_826	-11.5834	-11.4334	-11.1453	-11.7992	-11.4659	-11.6061
Gene_827	-9.99043	-9.57744	-9.64863	-9.8003	-9.54014	-9.60724
Gene_828	-11.2355	-10.974	-10.8188	-10.6581	-10.9574	-11.0076
Gene_829	-7.62592	-7.30622	-6.94519	-7.31686	-7.39382	-7.32555
Gene_830	-10.0611	-10.2254	-9.96502	-10.5231	-9.7403	-10.6486
Gene_831	-18.4847	-17.7173	-19.5153	-19.6296	-19.4309	-19.3569
Gene_832	-13.4216	-13.3991	-12.9853	-13.3463	-12.9722	-13.1714
Gene_833	-10.3195	-10.8354	-10.2431	-10.5793	-10.2291	-10.1259
Gene_834	-14.5476	-14.2251	-14.2199	-14.1024	-14.0435	-14.3035
Gene_835	-20.4611	-19.7294	-19.6279	-19.742	-17.6195	-19.4696
Gene_836	-13.3087	-13.3087	-13.3086	-13.3086	-13.3087	-13.3086
Gene_837	-15.3371	-15.4108	-15.2769	-14.8787	-15.2385	-15.1169
Gene_838	-18.4847	-19.6169	-19.5153	-17.7306	-19.4309	-19.3569
Gene_839	-13.8387	-13.3627	-13.7763	-13.7725	-13.5579	-14.0611
Gene_840	-10.2405	-10.4585	-9.80386	-10.6658	-9.93378	-10.0391
Gene_841	-11.1921	-11.4087	-11.1092	-11.467	-11.1934	-11.5765
Gene_842	-11.222	-11.5915	-10.8607	-11.4055	-10.6791	-11.5197
Gene_843	-13.1225	-13.3609	-12.5891	-12.7332	-12.919	-13.1586
Gene_844	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777
Gene_845	-9.88644	-9.40271	-9.8178	-9.78027	-9.82228	-9.46184
Gene_846	-14.3907	-14.0317	-14.4068	-14.3031	-13.9756	-14.1756
Gene_847	-15.2465	-15.2325	-15.1355	-15.4528	-15.2938	-15.4396
Gene_848	-13.1303	-12.7906	-12.9364	-13.1815	-12.2146	-12.9791
Gene_849	-7.89295	-8.25396	-8.2969	-8.2396	-8.08332	-8.13139
Gene_850	-12.1824	-11.9292	-11.5544	-12.0584	-11.8958	-11.7291
Gene_851	-12.3058	-12.3437	-12.0304	-12.4879	-12.3369	-12.718
Gene_852	-15.953	-15.9075	-15.9026	-15.9161	-15.9312	-15.9444
Gene_853	-7.8749	-7.42998	-7.21026	-7.73169	-7.16278	-7.46852
Gene_854	-10.777	-10.7336	-10.3033	-10.6353	-10.3801	-10.9094
Gene_855	-9.35223	-8.34391	-8.18055	-8.68532	-8.41701	-8.51604
Gene_856	-8.11218	-7.58879	-8.11428	-7.78741	-7.94916	-7.90921
Gene_857	-17.7078	-17.7078	-17.7078	-17.7078	-17.7078	-17.7078
Gene_858	-10.8966	-10.9737	-10.6586	-10.7533	-10.8023	-10.6907
Gene_859	-11.4646	-11.0833	-10.95	-10.8627	-10.6373	-11.1557
Gene_860	-18.582	-19.7298	-19.6283	-19.7425	-19.544	-19.47
Gene_861	-12.6725	-12.2097	-12.3148	-12.5656	-12.1401	-12.3159
Gene_862	-14.6808	-14.9388	-15.008	-15.1895	-14.333	-15.0636
Gene_864	-10.8533	-11.3179	-11.0318	-11.2747	-11.2713	-10.9864
Gene_865	-14.2766	-13.957	-13.9372	-13.9505	-13.9836	-14.2428
Gene_866	-13.5723	-13.406	-13.5235	-13.499	-13.3712	-13.5088
Gene_867	-11.7381	-11.2517	-10.9654	-11.3448	-11.1501	-11.162
Gene_868	-13.8716	-13.433	-13.267	-13.9679	-13.1092	-12.8108
Gene_869	-12.098	-12.0398	-11.7615	-11.7759	-11.9553	-11.8996
Gene_870	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288	-17.2288
Gene_871	-11.3278	-11.522	-10.993	-11.2524	-11.0594	-11.1881
Gene_872	-14.6747	-14.6411	-14.4143	-14.7031	-14.586	-14.4788
Gene_873	-16.2429	-16.5523	-16.0352	-15.9877	-15.5119	-16.8097
Gene_874	-14.6355	-14.6354	-14.6351	-14.6354	-14.6352	-14.6354
Gene_875	-11.2291	-11.5076	-10.9554	-11.5026	-10.9651	-11.6654
Gene_876	-17.7435	-16.5931	-16.486	-19.4687	-19.2695	-19.1953
Gene_877	-11.7723	-11.1552	-11.3144	-11.3673	-11.603	-11.2289
Gene_878	-14.5267	-14.2731	-14.2947	-14.3499	-14.5043	-14.8157
Gene_879	-7.55716	-8.03018	-7.5069	-7.35956	-8.24747	-7.4659
Gene_880	-11.4636	-11.5266	-11.3666	-11.2349	-10.9345	-11.1982
Gene_881	-12.4966	-12.5895	-12.2287	-12.4342	-12.3122	-12.8267
Gene_882	-10.632	-10.9529	-10.8882	-11.2075	-10.5602	-11.0148
Gene_883	-15.3781	-14.9679	-14.7592	-14.7979	-14.8575	-15.0273
Gene_884	-12.2905	-12.2102	-11.7658	-12.4316	-11.6141	-12.1424
Gene_885	-14.0352	-13.9096	-14.1416	-14.3806	-13.7814	-14.2214
Gene_886	-15.1923	-15.1923	-15.1923	-15.1923	-15.1923	-15.1923
Gene_887	-13.3972	-12.8364	-12.3527	-12.8199	-12.7203	-12.5921
Gene_888	-13.9907	-14.0556	-14.035	-13.3677	-13.3909	-14.1111
Gene_889	-9.28032	-9.45417	-9.05938	-9.21702	-9.29306	-9.36826
Gene_890	-12.589	-12.5579	-12.4952	-12.8211	-12.2864	-12.781
Gene_891	-12.6589	-12.4838	-12.4812	-12.6999	-12.3755	-12.1281
Gene_892	-13.9847	-14.0239	-13.9623	-13.7343	-13.7627	-14.0876
Gene_893	-9.95066	-9.60884	-9.08644	-10.0202	-9.6582	-9.56087
Gene_894	-17.7918	-19.5207	-19.419	-19.5334	-17.4459	-17.3682
Gene_895	-18.4847	-19.6169	-19.5153	-17.7306	-19.4309	-19.3569
Gene_896	-16.9394	-16.8998	-16.9118	-16.8847	-16.8778	-16.8756
Gene_897	-14.0114	-13.3358	-12.924	-13.6038	-13.1777	-13.6841
Gene_898	-18.582	-19.7298	-19.6283	-19.7425	-19.544	-19.47
Gene_899	-16.6101	-16.6101	-16.6101	-16.6101	-16.6101	-16.6101
Gene_900	-11.454	-11.0947	-11.1886	-11.5826	-11.3078	-11.5225
Gene_901	-11.7207	-11.8992	-11.5825	-11.8925	-11.8802	-11.8337
Gene_902	-17.7608	-16.6102	-19.3798	-19.4942	-17.4142	-19.221
Gene_903	-11.7375	-11.3617	-10.7878	-11.3626	-10.7842	-11.292
Gene_904	-8.91725	-8.76449	-8.63719	-8.48777	-8.69741	-8.83625
Gene_905	-7.66289	-6.45958	-6.91676	-6.90184	-6.7526	-7.29001
Gene_906	-12.9358	-13.125	-12.704	-13.1463	-13.0805	-13.5335
Gene_907	-12.9046	-12.8024	-12.7766	-12.8103	-12.8603	-12.6728
Gene_908	-14.1391	-14.1501	-13.4489	-14.4087	-13.5261	-14.0523
Gene_909	-9.07652	-8.5537	-8.02579	-8.46037	-7.83138	-8.31067
Gene_910	-12.0647	-12.1513	-11.5808	-12.0252	-11.2629	-11.9127
Gene_911	-15.8311	-15.8309	-15.8311	-15.8312	-15.831	-15.831
Gene_912	-10.9679	-10.6966	-10.8389	-10.6779	-10.9853	-11.0936
Gene_913	-15.2433	-15.2433	-15.2433	-15.2433	-15.2433	-15.2433
Gene_914	-11.7717	-11.7639	-11.4794	-11.7097	-11.54	-12.151
Gene_915	-16.8543	-19.425	-15.7973	-19.4377	-16.7558	-19.1642
Gene_916	-14.0696	-13.8163	-13.4188	-13.7197	-13.618	-13.9487
Gene_917	-6.2669	-6.30311	-6.15225	-6.33419	-5.71021	-5.99313
Gene_918	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777
Gene_919	-13.5194	-12.2834	-12.3783	-12.8091	-12.1978	-12.6625
Gene_920	-9.90166	-9.8742	-10.2185	-9.80793	-9.92362	-9.77584
Gene_921	-14.486	-14.6841	-13.9478	-13.9447	-13.7127	-14.7436
Gene_922	-10.335	-10.1797	-9.82014	-10.6634	-10.0096	-10.4115
Gene_923	-12.405	-12.1112	-11.9376	-11.859	-12.179	-12.6132
Gene_924	-15.6748	-15.1479	-15.4954	-14.9648	-14.9171	-15.0845
Gene_925	-16.1393	-16.0816	-16.3746	-15.6335	-15.5876	-15.5411
Gene_926	-13.0599	-13.0483	-13.0525	-13.0991	-13.1349	-13.0784
Gene_927	-18.4846	-19.6168	-19.5152	-19.6295	-17.5221	-19.3568
Gene_928	-17.8745	-17.8745	-17.8745	-17.8745	-17.8745	-17.8745
Gene_929	-12.9275	-12.7124	-12.7624	-12.6823	-13.2451	-12.8116
Gene_930	-16.7196	-16.7141	-16.7159	-16.7245	-16.7128	-16.7201
Gene_931	-14.3025	-14.4011	-14.3179	-14.8146	-14.3106	-13.821
Gene_932	-17.3288	-17.3288	-17.3288	-17.3288	-17.3288	-17.3288
Gene_933	-9.69432	-9.88822	-9.96208	-10.0921	-9.82016	-9.31581
Gene_934	-10.9761	-10.7971	-10.8824	-10.5972	-10.5007	-11.1992
Gene_935	-12.1506	-12.2635	-11.8528	-12.3259	-11.8422	-11.907
Gene_936	-12.933	-13.1462	-12.7786	-12.7962	-12.9422	-13.5378
Gene_937	-15.0752	-15.0752	-15.0752	-15.0752	-15.0752	-15.0752
Gene_938	-16.9417	-17.213	-16.9878	-16.266	-16.774	-16.5701
Gene_939	-7.41526	-7.43585	-6.8436	-7.36592	-6.60988	-6.99547
Gene_940	-11.7894	-11.8432	-11.5027	-12.0649	-11.8775	-11.7544
Gene_941	-13.8408	-14.258	-13.5726	-13.8408	-13.6426	-13.7826
Gene_942	-12.6284	-12.0194	-11.9001	-12.7357	-11.5463	-11.9526
Gene_943	-11.519	-10.8544	-10.8143	-10.463	-10.3661	-11.0542
Gene_944	-10.1182	-9.65658	-9.63225	-9.74987	-9.40416	-9.74825
Gene_945	-8.62062	-8.30899	-8.49809	-8.61181	-8.56178	-8.60259
Gene_946	-11.5592	-11.4708	-11.0936	-11.1331	-11.4918	-10.8435
Gene_947	-16.3519	-15.9139	-16.074	-15.7969	-16.0466	-16.0235
Gene_948	-13.0419	-13.2621	-13.1879	-13.2881	-12.9172	-13.1932
Gene_949	-12.004	-12.1547	-11.6928	-11.968	-11.7532	-12.3
Gene_950	-14.0142	-13.5513	-13.5328	-13.5247	-13.3585	-13.5824
Gene_951	-13.8024	-13.0175	-13.1931	-13.4404	-13.0172	-13.2539
Gene_953	-8.6401	-8.62834	-8.13369	-8.28142	-8.77187	-8.91173
Gene_954	-14.0751	-14.0291	-14.0712	-14.0836	-14.0834	-14.1057
Gene_955	-8.56327	-8.51723	-8.47754	-8.22899	-8.19026	-8.49558
Gene_956	-10.505	-10.7405	-10.4989	-10.5731	-10.6585	-10.623
Gene_957	-12.0943	-12.0211	-12.2056	-12.4626	-11.8613	-12.028
Gene_958	-7.4805	-7.19357	-6.79931	-7.17799	-6.92135	-7.26712
Gene_959	-15.2286	-15.2842	-15.2474	-15.3378	-15.1455	-15.2192
Gene_960	-5.24923	-5.22525	-5.2252	-5.21563	-4.64507	-4.92743
Gene_961	-13.275	-13.2082	-12.6019	-13.1998	-13.4056	-13.7332
Gene_962	-20.4611	-19.7294	-19.6279	-19.742	-17.6195	-19.4696
Gene_963	-15.9419	-15.6956	-16.0124	-15.0951	-15.3322	-15.8201
Gene_964	-13.1994	-13.1252	-12.8669	-12.9877	-12.7718	-13.2209
Gene_965	-20.349	-19.6165	-17.6107	-17.7305	-19.4305	-19.3565
Gene_966	-13.9008	-13.6179	-13.4251	-13.7785	-13.7852	-13.617
Gene_967	-15.1457	-14.8921	-14.8307	-15.0339	-14.9908	-15.0437
Gene_968	-15.9106	-15.1349	-15.4574	-15.6458	-15.5425	-15.6481
Gene_969	-15.5216	-15.4079	-15.321	-15.4108	-15.303	-15.3773
Gene_970	-16.4824	-15.9153	-15.8622	-15.8399	-16.0036	-15.6095
Gene_971	-12.9318	-12.7392	-12.3931	-13.0354	-12.4792	-12.6923
Gene_972	-12.4709	-12.5929	-12.2523	-12.2759	-12.3683	-12.5215
Gene_973	-14.2291	-14.2037	-13.4937	-13.7813	-13.9375	-14.152
Gene_974	-13.299	-13.173	-13.3036	-13.2725	-13.288	-13.3236
Gene_975	-12.3048	-12.0885	-12.4194	-12.3945	-12.0603	-12.4849
Gene_976	-11.8568	-11.9358	-11.0007	-12.2706	-11.7773	-12.0326
Gene_977	-12.602	-12.6456	-12.8671	-13.0686	-12.6074	-13.0826
Gene_978	-7.59565	-7.78743	-7.70053	-8.3243	-7.76	-8.14224
Gene_979	-8.69297	-8.28827	-8.35196	-7.8857	-8.27647	-8.22494
Gene_980	-17.0491	-16.8093	-16.2702	-16.8152	-16.2213	-17.1076
Gene_981	-16.4686	-16.446	-16.4381	-16.3595	-16.3653	-16.4047
Gene_982	-16.8725	-16.8155	-16.714	-16.6605	-16.4582	-16.601
Gene_983	-11.1666	-11.2095	-11.1738	-10.8824	-11.0587	-10.9371
Gene_984	-15.5288	-15.5288	-15.5288	-15.5288	-15.5288	-15.5288
Gene_985	-9.89151	-10.1722	-9.81476	-10.49	-9.48481	-9.82843
Gene_986	-16.5125	-16.5125	-16.5125	-16.5124	-16.5124	-16.5124
Gene_987	-18.4106	-19.5348	-19.4332	-19.5475	-16.4455	-19.2747
Gene_988	-18.3245	-18.3245	-18.3245	-18.3245	-18.3245	-18.3245
Gene_989	-20.2538	-17.0214	-17.5344	-19.5331	-19.3342	-17.3681
Gene_990	-14.6808	-14.6946	-14.6534	-14.53	-13.9643	-14.9533
Gene_991	-7.27407	-7.60376	-6.98805	-7.35489	-7.30003	-7.42241
Gene_992	-11.8162	-11.1634	-11.0038	-11.3032	-10.9019	-11.325
Gene_993	-13.3918	-13.3731	-12.5329	-13.25	-12.9083	-13.1273
Gene_994	-15.7232	-15.8446	-15.4477	-15.535	-15.5048	-15.7177
Gene_995	-14.396	-14.396	-14.3959	-14.396	-14.3959	-14.396
Gene_996	-15.9174	-15.8921	-15.898	-15.9053	-15.8875	-15.9073
Gene_997	-14.3849	-14.3849	-14.3849	-14.3849	-14.3849	-14.3849
Gene_998	-13.0073	-12.6293	-12.6357	-13.1377	-12.7277	-12.6605
Gene_999	-11.5618	-11.5244	-11.5943	-11.7304	-11.122	-11.8846
Gene_1000	-14.6776	-14.8337	-14.0652	-14.6299	-14.2594	-14.3589
Gene_1001	-12.1679	-11.6515	-11.1432	-11.6934	-11.2624	-11.2622
Gene_1002	-13.8262	-13.4738	-13.5078	-13.6972	-13.7586	-13.634
Gene_1003	-14.9254	-14.4143	-14.7894	-14.7182	-14.1466	-14.8599
Gene_1004	-12.2862	-11.7346	-12.0195	-12.2527	-11.8135	-11.9945
Gene_1005	-15.4669	-14.7869	-15.1746	-15.3334	-15.2273	-15.088
Gene_1006	-13.3158	-13.1775	-13.0484	-13.1404	-13.1542	-13.2729
Gene_1007	-13.0149	-13.5307	-13.1251	-13.2493	-13.3492	-13.3907
Gene_1008	-10.7594	-10.2838	-9.82039	-10.2246	-10.2219	-10.5746
Gene_1009	-14.1214	-13.7629	-13.7446	-13.7437	-13.556	-13.5122
Gene_1010	-12.4001	-12.3948	-12.4093	-12.4079	-12.3675	-12.4021
Gene_1011	-16.4235	-16.4235	-16.4235	-16.4235	-16.4235	-16.4235
Gene_1012	-14.1503	-14.0618	-13.9268	-13.7806	-14.0867	-14.2716
Gene_1013	-9.46637	-9.76142	-9.72198	-9.78168	-9.62224	-9.75728
Gene_1014	-9.66218	-9.58696	-9.42428	-8.94769	-9.51545	-9.26619
Gene_1015	-11.4152	-11.6354	-11.468	-11.3219	-11.3677	-11.4515
Gene_1016	-15.2303	-15.2303	-15.2303	-15.2303	-15.2303	-15.2303
Gene_1017	-15.7452	-15.9717	-15.9894	-16.0559	-16.0137	-15.9144
Gene_1018	-16.145	-15.9709	-15.9556	-16.0258	-15.9979	-16.016
Gene_1019	-15.297	-15.297	-15.297	-15.297	-15.297	-15.297
Gene_1020	-12.9038	-12.2722	-12.0366	-12.5453	-12.1831	-12.2726
Gene_1021	-15.5305	-15.6381	-15.4679	-16.1088	-15.6782	-15.6463
Gene_1022	-16.8672	-17.3653	-16.1759	-16.9273	-17.0582	-17.0297
Gene_1023	-16.8259	-16.6955	-16.8687	-16.7428	-16.813	-16.6643
Gene_1024	-15.4615	-15.4615	-15.4615	-15.4615	-15.4615	-15.4615
Gene_1025	-20.4611	-19.7294	-17.7081	-19.7421	-19.5436	-19.4696
Gene_1026	-17.8745	-17.8745	-17.8745	-17.8745	-17.8745	-17.8745
Gene_1027	-16.8625	-16.8948	-16.6252	-16.5525	-16.3695	-16.9547
Gene_1028	-14.8608	-14.4438	-14.5259	-14.6144	-14.3808	-14.6287
Gene_1029	-8.84549	-8.86627	-8.42802	-8.40307	-8.35528	-8.81234
Gene_1030	-11.1132	-11.2683	-10.84	-11.2099	-10.8564	-11.2418
Gene_1031	-13.0067	-12.2914	-12.698	-13.1496	-12.5054	-12.9574
Gene_1032	-17.8674	-19.6292	-19.5278	-19.6419	-19.4434	-19.3694
Gene_1033	-15.3007	-14.9368	-14.976	-15.0788	-15.0904	-15.1907
Gene_1034	-11.6684	-11.5383	-11.57	-11.679	-11.5599	-11.6095
Gene_1035	-9.97902	-9.81089	-9.17283	-9.88567	-9.69086	-9.41162
Gene_1036	-17.8674	-19.6292	-19.5278	-19.6419	-19.4434	-19.3694
Gene_1037	-9.59507	-9.32394	-9.03542	-9.60407	-9.16987	-9.41513
Gene_1038	-14.6692	-14.3394	-14.1272	-13.8124	-14.0081	-14.2184
Gene_1039	-10.5029	-10.7963	-10.2812	-11.0098	-10.8095	-10.7964
Gene_1040	-15.0977	-15.0974	-15.0976	-15.0978	-15.0973	-15.0974
Gene_1041	-13.8576	-13.1574	-13.5715	-13.6987	-13.4553	-13.7811
Gene_1042	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777
Gene_1043	-13.3305	-13.2804	-13.1442	-13.53	-13.2732	-12.9126
Gene_1044	-9.31251	-8.95644	-8.16051	-9.31312	-8.72961	-8.382
Gene_1045	-9.55512	-9.29097	-8.91622	-9.76074	-9.32695	-9.61211
Gene_1046	-10.9165	-11.0904	-10.938	-11.0044	-10.8495	-10.6653
Gene_1047	-16.4166	-15.8065	-15.6622	-15.9906	-15.5292	-16.0553
Gene_1048	-14.2652	-14.0702	-14.0864	-14.2879	-14.0613	-14.2176
Gene_1049	-15.1438	-15.1438	-15.1438	-15.1438	-15.1438	-15.1438
Gene_1050	-12.5827	-12.328	-12.1185	-12.383	-12.3086	-12.0396
Gene_1051	-10.5026	-10.554	-10.3671	-10.7208	-10.5062	-10.6551
Gene_1052	-16.7771	-16.7771	-16.7771	-16.7771	-16.7771	-16.7771
Gene_1053	-14.9533	-15.0108	-15.1877	-15.0464	-15.0236	-15.3428
Gene_1054	-10.8649	-10.6366	-10.3422	-10.4548	-10.6444	-10.836
Gene_1055	-9.91253	-9.86178	-10.4107	-10.1312	-9.99316	-10.354
Gene_1056	-17.2921	-16.9974	-17.0806	-17.0003	-16.8538	-16.8383
Gene_1057	-13.9957	-13.7636	-13.2551	-13.5501	-13.301	-13.3157
Gene_1058	-9.80558	-9.76134	-9.58121	-10.0498	-9.47489	-9.90084
Gene_1059	-10.29	-9.9991	-9.52848	-9.72272	-9.38716	-9.76283
Gene_1060	-14.4899	-14.4899	-14.4899	-14.4899	-14.4899	-14.4899
Gene_1061	-10.1428	-10.4833	-9.85282	-10.418	-10.4365	-10.2438
Gene_1062	-12.5875	-12.3037	-12.4067	-12.2282	-12.5341	-12.2397
Gene_1063	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777	-16.9777
Gene_1064	-8.4937	-8.85771	-8.47711	-8.61379	-8.25088	-8.04981
Gene_1065	-14.89	-14.8117	-14.7252	-14.7898	-14.7705	-14.7293
Gene_1066	-14.2844	-13.85	-14.4532	-14.4176	-13.2422	-14.0705
Gene_1067	-17.7928	-17.0224	-19.4311	-19.5454	-19.3466	-19.2725
Gene_1068	-14.8618	-14.8858	-14.7989	-14.8433	-14.8711	-14.886
Gene_1069	-15.5066	-15.4827	-15.4435	-15.4543	-15.4361	-15.5112
Gene_1070	-20.4611	-19.7294	-19.6279	-19.742	-17.6195	-19.4696
Gene_1071	-12.4495	-12.0844	-11.8467	-12.7351	-12.3075	-12.0748
Gene_1072	-15.7851	-15.7851	-15.7851	-15.7851	-15.7851	-15.7851
Gene_1073	-11.3386	-10.7529	-10.3511	-10.8929	-10.7194	-10.5411
Gene_1074	-14.9146	-14.1166	-14.1544	-14.5006	-13.849	-13.9028
Gene_1075	-10.2271	-10.0895	-9.43126	-9.98195	-10.177	-10.2325
Gene_1076	-13.1161	-13.5011	-12.9578	-13.1844	-13.086	-12.8581
Gene_1077	-14.2363	-13.8044	-14.2092	-14.4675	-13.6931	-14.2245
Gene_1078	-13.6698	-14.337	-13.8279	-14.404	-13.7726	-14.2118
Gene_1079	-16.0745	-15.9871	-15.2948	-15.994	-16.2036	-15.9523
Gene_1080	-14.8783	-14.9427	-14.8653	-14.9683	-14.8856	-14.8255
Gene_1081	-11.2711	-11.0079	-10.4823	-11.1536	-11.1821	-11.2515
Gene_1082	-11.0935	-10.6261	-10.8911	-11.0103	-11.1269	-11.0605
Gene_1083	-13.9092	-14.1557	-13.9798	-13.9148	-13.9783	-14.0075
Gene_1084	-14.1092	-13.6751	-13.5535	-14.1467	-13.6596	-13.4916
Gene_1085	-17.44	-17.44	-17.44	-17.44	-17.44	-17.44
Gene_1086	-14.9672	-14.7111	-14.8493	-15.3843	-14.5985	-15.5015
Gene_1087	-15.0655	-15.1069	-15.1297	-15.0408	-15.0691	-15.053
Gene_1088	-17.44	-17.44	-17.4399	-17.44	-17.44	-17.44
Gene_1089	-10.0448	-9.61688	-9.49057	-9.81571	-9.67773	-9.95147
Gene_1090	-14.1314	-14.0507	-14.0338	-14.0594	-14.07	-14.0135
Gene_1091	-13.6827	-13.9722	-13.4514	-14.2845	-13.6493	-14.1409
Gene_1092	-11.3772	-11.0707	-11.1155	-11.2814	-10.6757	-11.2194
Gene_1093	-16.7896	-16.806	-16.2347	-16.3067	-15.5536	-16.302
Gene_1094	-12.0425	-11.5889	-11.3693	-11.7325	-10.9815	-11.0923
Gene_1096	-15.0583	-15.2532	-14.9995	-15.1667	-15.1809	-15.0681
Gene_1097	-18.4846	-19.6168	-17.6107	-19.6295	-19.4308	-19.3568
Gene_1098	-9.9278	-10.1573	-9.6445	-9.39395	-9.73969	-9.81546
Gene_1099	-10.9185	-11.8429	-11.431	-11.6785	-10.8153	-11.1918
Gene_1100	-15.8404	-14.997	-15.1326	-15.2696	-15.7033	-15.4236
Gene_1101	-13.4751	-13.3506	-13.3166	-13.5128	-13.3609	-13.5004
Gene_1102	-15.8088	-15.8078	-15.8055	-15.8097	-15.8058	-15.8074
Gene_1103	-11.9121	-12.0805	-11.9709	-12.3929	-12.1898	-12.3844
Gene_1104	-11.3476	-11.1728	-10.844	-11.4931	-10.8955	-10.9281
Gene_1105	-15.5246	-15.5587	-15.1889	-15.3181	-15.2734	-15.1602
Gene_1106	-12.367	-12.218	-12.075	-12.8759	-12.1277	-12.5426
Gene_1107	-15.9043	-15.9043	-15.9043	-15.9043	-15.9043	-15.9043
Gene_1108	-15.047	-14.4066	-13.9925	-14.169	-14.2463	-14.1511
Gene_1109	-13.2399	-12.6947	-12.4265	-13.215	-12.5969	-12.8145
